Roky,Území,Ukazatel,value
2023,Česko,Odstřel - jelení zvěř (kusy),35779
2023,Česko,Odstřel - srnčí zvěř (kusy),124897
2023,Česko,Odstřel - černá zvěř (kusy),258253
2023,Česko,Odstřel - zajíci (kusy),40699
2023,Česko,Odstřel - bažanti (kusy),370284
2023,Česko,Odstřel - kachna divoká (kusy),201582
2023,Praha + Středočeský kraj,Odstřel - jelení zvěř (kusy),3541
2023,Praha + Středočeský kraj,Odstřel - srnčí zvěř (kusy),14905
2023,Praha + Středočeský kraj,Odstřel - černá zvěř (kusy),46641
2023,Praha + Středočeský kraj,Odstřel - zajíci (kusy),5663
2023,Praha + Středočeský kraj,Odstřel - bažanti (kusy),101698
2023,Praha + Středočeský kraj,Odstřel - kachna divoká (kusy),21218
2023,Jihočeský kraj,Odstřel - jelení zvěř (kusy),2930
2023,Jihočeský kraj,Odstřel - srnčí zvěř (kusy),15587
2023,Jihočeský kraj,Odstřel - černá zvěř (kusy),33306
2023,Jihočeský kraj,Odstřel - zajíci (kusy),676
2023,Jihočeský kraj,Odstřel - bažanti (kusy),53610
2023,Jihočeský kraj,Odstřel - kachna divoká (kusy),78764
2023,Plzeňský kraj,Odstřel - jelení zvěř (kusy),3245
2023,Plzeňský kraj,Odstřel - srnčí zvěř (kusy),9072
2023,Plzeňský kraj,Odstřel - černá zvěř (kusy),27031
2023,Plzeňský kraj,Odstřel - zajíci (kusy),86
2023,Plzeňský kraj,Odstřel - bažanti (kusy),11264
2023,Plzeňský kraj,Odstřel - kachna divoká (kusy),59177
2023,Karlovarský kraj,Odstřel - jelení zvěř (kusy),2374
2023,Karlovarský kraj,Odstřel - srnčí zvěř (kusy),2547
2023,Karlovarský kraj,Odstřel - černá zvěř (kusy),5858
2023,Karlovarský kraj,Odstřel - zajíci (kusy),37
2023,Karlovarský kraj,Odstřel - bažanti (kusy),302
2023,Karlovarský kraj,Odstřel - kachna divoká (kusy),426
2023,Ústecký kraj,Odstřel - jelení zvěř (kusy),6252
2023,Ústecký kraj,Odstřel - srnčí zvěř (kusy),6102
2023,Ústecký kraj,Odstřel - černá zvěř (kusy),17467
2023,Ústecký kraj,Odstřel - zajíci (kusy),571
2023,Ústecký kraj,Odstřel - bažanti (kusy),2470
2023,Ústecký kraj,Odstřel - kachna divoká (kusy),1694
2023,Liberecký kraj,Odstřel - jelení zvěř (kusy),2045
2023,Liberecký kraj,Odstřel - srnčí zvěř (kusy),4851
2023,Liberecký kraj,Odstřel - černá zvěř (kusy),9389
2023,Liberecký kraj,Odstřel - zajíci (kusy),127
2023,Liberecký kraj,Odstřel - bažanti (kusy),1166
2023,Liberecký kraj,Odstřel - kachna divoká (kusy),1412
2023,Královéhradecký kraj,Odstřel - jelení zvěř (kusy),1203
2023,Královéhradecký kraj,Odstřel - srnčí zvěř (kusy),7373
2023,Královéhradecký kraj,Odstřel - černá zvěř (kusy),12510
2023,Královéhradecký kraj,Odstřel - zajíci (kusy),1359
2023,Královéhradecký kraj,Odstřel - bažanti (kusy),36284
2023,Královéhradecký kraj,Odstřel - kachna divoká (kusy),8585
2023,Pardubický kraj,Odstřel - jelení zvěř (kusy),373
2023,Pardubický kraj,Odstřel - srnčí zvěř (kusy),6020
2023,Pardubický kraj,Odstřel - černá zvěř (kusy),15384
2023,Pardubický kraj,Odstřel - zajíci (kusy),2656
2023,Pardubický kraj,Odstřel - bažanti (kusy),6352
2023,Pardubický kraj,Odstřel - kachna divoká (kusy),4403
2023,Kraj Vysočina,Odstřel - jelení zvěř (kusy),421
2023,Kraj Vysočina,Odstřel - srnčí zvěř (kusy),14797
2023,Kraj Vysočina,Odstřel - černá zvěř (kusy),20519
2023,Kraj Vysočina,Odstřel - zajíci (kusy),4875
2023,Kraj Vysočina,Odstřel - bažanti (kusy),7657
2023,Kraj Vysočina,Odstřel - kachna divoká (kusy),8365
2023,Jihomoravský kraj,Odstřel - jelení zvěř (kusy),3428
2023,Jihomoravský kraj,Odstřel - srnčí zvěř (kusy),17980
2023,Jihomoravský kraj,Odstřel - černá zvěř (kusy),31340
2023,Jihomoravský kraj,Odstřel - zajíci (kusy),16627
2023,Jihomoravský kraj,Odstřel - bažanti (kusy),97072
2023,Jihomoravský kraj,Odstřel - kachna divoká (kusy),7528
2023,Olomoucký kraj,Odstřel - jelení zvěř (kusy),5297
2023,Olomoucký kraj,Odstřel - srnčí zvěř (kusy),8406
2023,Olomoucký kraj,Odstřel - černá zvěř (kusy),13889
2023,Olomoucký kraj,Odstřel - zajíci (kusy),4243
2023,Olomoucký kraj,Odstřel - bažanti (kusy),16313
2023,Olomoucký kraj,Odstřel - kachna divoká (kusy),4515
2023,Zlínský kraj,Odstřel - jelení zvěř (kusy),1935
2023,Zlínský kraj,Odstřel - srnčí zvěř (kusy),6493
2023,Zlínský kraj,Odstřel - černá zvěř (kusy),13494
2023,Zlínský kraj,Odstřel - zajíci (kusy),2118
2023,Zlínský kraj,Odstřel - bažanti (kusy),15698
2023,Zlínský kraj,Odstřel - kachna divoká (kusy),2051
2023,Moravskoslezský kraj,Odstřel - jelení zvěř (kusy),2735
2023,Moravskoslezský kraj,Odstřel - srnčí zvěř (kusy),10764
2023,Moravskoslezský kraj,Odstřel - černá zvěř (kusy),11425
2023,Moravskoslezský kraj,Odstřel - zajíci (kusy),1661
2023,Moravskoslezský kraj,Odstřel - bažanti (kusy),20398
2023,Moravskoslezský kraj,Odstřel - kachna divoká (kusy),3444
