Území,Ukazatel,Roky,value
Česko,Hrubý domácí produkt,1990,675424.0
Česko,Hrubý domácí produkt,1991,873410.0
Česko,Hrubý domácí produkt,1992,980373.0
Česko,Hrubý domácí produkt,1993,1201624.0
Česko,Hrubý domácí produkt,1994,1376112.0
Česko,Hrubý domácí produkt,1995,1607591.0
Česko,Hrubý domácí produkt,1996,1840556.0
Česko,Hrubý domácí produkt,1997,1982423.0
Česko,Hrubý domácí produkt,1998,2168884.0
Česko,Hrubý domácí produkt,1999,2267275.0
Česko,Hrubý domácí produkt,2000,2399700.0
Česko,Hrubý domácí produkt,2001,2591574.0
Česko,Hrubý domácí produkt,2002,2704466.0
Česko,Hrubý domácí produkt,2003,2833197.0
Česko,Hrubý domácí produkt,2004,3087777.0
Česko,Hrubý domácí produkt,2005,3288493.0
Česko,Hrubý domácí produkt,2006,3530252.0
Česko,Hrubý domácí produkt,2007,3856629.0
Česko,Hrubý domácí produkt,2008,4037564.0
Česko,Hrubý domácí produkt,2009,3945505.0
Česko,Hrubý domácí produkt,2010,4032952.0
Česko,Hrubý domácí produkt,2011,4095355.0
Česko,Hrubý domácí produkt,2012,4118386.0
Česko,Hrubý domácí produkt,2013,4169011.0
Česko,Hrubý domácí produkt,2014,4377991.0
Česko,Hrubý domácí produkt,2015,4651813.0
Česko,Hrubý domácí produkt,2016,4843030.0
Česko,Hrubý domácí produkt,2017,5179344.0
Česko,Hrubý domácí produkt,2018,5475773.0
Česko,Hrubý domácí produkt,2019,5888869.0
Česko,Hrubý domácí produkt,2020,5828318.0
Česko,Hrubý domácí produkt,2021,6307755.0
Česko,Hrubý domácí produkt,2022,7049872.0
Česko,Hrubý domácí produkt,2023,7659655.0
Česko,Hrubý domácí produkt,2024,8057032.0
Česko,Výrobní metoda - produkce,1990,1508098.0
Česko,Výrobní metoda - produkce,1991,2123148.0
Česko,Výrobní metoda - produkce,1992,2368267.0
Česko,Výrobní metoda - produkce,1993,2685454.0
Česko,Výrobní metoda - produkce,1994,2972399.0
Česko,Výrobní metoda - produkce,1995,3490536.0
Česko,Výrobní metoda - produkce,1996,3934561.0
Česko,Výrobní metoda - produkce,1997,4375464.0
Česko,Výrobní metoda - produkce,1998,4739310.0
Česko,Výrobní metoda - produkce,1999,4885155.0
Česko,Výrobní metoda - produkce,2000,5339887.0
Česko,Výrobní metoda - produkce,2001,5804043.0
Česko,Výrobní metoda - produkce,2002,5993755.0
Česko,Výrobní metoda - produkce,2003,6458375.0
Česko,Výrobní metoda - produkce,2004,7092711.0
Česko,Výrobní metoda - produkce,2005,7532771.0
Česko,Výrobní metoda - produkce,2006,8404128.0
Česko,Výrobní metoda - produkce,2007,9272101.0
Česko,Výrobní metoda - produkce,2008,9649240.0
Česko,Výrobní metoda - produkce,2009,8896457.0
Česko,Výrobní metoda - produkce,2010,9349923.0
Česko,Výrobní metoda - produkce,2011,9773483.0
Česko,Výrobní metoda - produkce,2012,9699253.0
Česko,Výrobní metoda - produkce,2013,9732873.0
Česko,Výrobní metoda - produkce,2014,10262355.0
Česko,Výrobní metoda - produkce,2015,10714853.0
Česko,Výrobní metoda - produkce,2016,10919235.0
Česko,Výrobní metoda - produkce,2017,11735155.0
Česko,Výrobní metoda - produkce,2018,12435847.0
Česko,Výrobní metoda - produkce,2019,12986978.0
Česko,Výrobní metoda - produkce,2020,12540312.0
Česko,Výrobní metoda - produkce,2021,14019330.0
Česko,Výrobní metoda - produkce,2022,16270574.0
Česko,Výrobní metoda - produkce,2023,16956550.0
Česko,Výrobní metoda - produkce,2024,17731767.0
Česko,Výrobní metoda - mezispotřeba,1990,883774.0
Česko,Výrobní metoda - mezispotřeba,1991,1330847.0
Česko,Výrobní metoda - mezispotřeba,1992,1486441.0
Česko,Výrobní metoda - mezispotřeba,1993,1608293.0
Česko,Výrobní metoda - mezispotřeba,1994,1735528.0
Česko,Výrobní metoda - mezispotřeba,1995,2028906.0
Česko,Výrobní metoda - mezispotřeba,1996,2263191.0
Česko,Výrobní metoda - mezispotřeba,1997,2568325.0
