Území;Ukazatel;Roky;value
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2013;885.94691
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2014;1002.25181
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2015;1006.23376
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2016;1000.53997
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2017;947.81039
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2018;996.24635
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2019;1057.25663
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2020;992.6353
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2021;901.19359
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2022;1046.42047
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2023;1020.6
Česko;Počet osob pod hranicí příjmové chudoby (v tis.);2024;998.2
Česko;Míra příjmové chudoby (v %);2013;8.59575
Česko;Míra příjmové chudoby (v %);2014;9.71606
Česko;Míra příjmové chudoby (v %);2015;9.74649
Česko;Míra příjmové chudoby (v %);2016;9.7
Česko;Míra příjmové chudoby (v %);2017;9.1
Česko;Míra příjmové chudoby (v %);2018;9.6
Česko;Míra příjmové chudoby (v %);2019;10.148
Česko;Míra příjmové chudoby (v %);2020;9.491
Česko;Míra příjmové chudoby (v %);2021;8.6
Česko;Míra příjmové chudoby (v %);2022;10.2
Česko;Míra příjmové chudoby (v %);2023;9.8
Česko;Míra příjmové chudoby (v %);2024;9.5
Česko;Hranice příjmové chudoby (Kč);2013;116093.0
Česko;Hranice příjmové chudoby (Kč);2014;118817.0
Česko;Hranice příjmové chudoby (Kč);2015;122637.0
Česko;Hranice příjmové chudoby (Kč);2016;128287.0
Česko;Hranice příjmové chudoby (Kč);2017;134334.0
Česko;Hranice příjmové chudoby (Kč);2018;143555.0
Česko;Hranice příjmové chudoby (Kč);2019;153811.0
Česko;Hranice příjmové chudoby (Kč);2020;163680.0
Česko;Hranice příjmové chudoby (Kč);2021;168655.0
Česko;Hranice příjmové chudoby (Kč);2022;186847.0
Česko;Hranice příjmové chudoby (Kč);2023;201282.7
Česko;Hranice příjmové chudoby (Kč);2024;217951.6
