Území;Ukazatel;Roky;value
Česko;Zasloužené pojistné, očištěné od zajištění ;2018;78676.035
Česko;Zasloužené pojistné, očištěné od zajištění ;2019;86356.749
Česko;Zasloužené pojistné, očištěné od zajištění ;2020;90323.733
Česko;Zasloužené pojistné, očištěné od zajištění ;2021;95442.518
Česko;Zasloužené pojistné, očištěné od zajištění ;2022;108267.197
Česko;Předepsané hrubé pojistné;2018;114047.456
Česko;Předepsané hrubé pojistné;2019;122445.677
Česko;Předepsané hrubé pojistné;2020;126499.379
Česko;Předepsané hrubé pojistné;2021;136364.796
Česko;Předepsané hrubé pojistné;2022;157353.353
Česko;Náklady na pojistná plnění, očištěné od zajištění;2018;48084.393
Česko;Náklady na pojistná plnění, očištěné od zajištění;2019;50061.664
Česko;Náklady na pojistná plnění, očištěné od zajištění;2020;48328.131
Česko;Náklady na pojistná plnění, očištěné od zajištění;2021;49299.908
Česko;Náklady na pojistná plnění, očištěné od zajištění;2022;54873.537
Česko;Náklady na pojistná plnění, hrubá výše ;2018;63245.475
Česko;Náklady na pojistná plnění, hrubá výše ;2019;65249.505
Česko;Náklady na pojistná plnění, hrubá výše ;2020;63726.507
Česko;Náklady na pojistná plnění, hrubá výše ;2021;69201.781
Česko;Náklady na pojistná plnění, hrubá výše ;2022;79936.178
Česko;Čistá výše provozních nákladů;2018;24364.32
Česko;Čistá výše provozních nákladů;2019;27003.481
Česko;Čistá výše provozních nákladů;2020;28224.806
Česko;Čistá výše provozních nákladů;2021;29564.441
Česko;Čistá výše provozních nákladů;2022;34088.512
Česko;Pořizovací náklady na pojistné smlouvy;2018;22653.743
Česko;Pořizovací náklady na pojistné smlouvy;2019;24105.969
Česko;Pořizovací náklady na pojistné smlouvy;2020;24978.806
Česko;Pořizovací náklady na pojistné smlouvy;2021;26254.67
Česko;Pořizovací náklady na pojistné smlouvy;2022;30786.325
Česko;Správní režie;2018;10221.117
Česko;Správní režie;2019;11424.589
Česko;Správní režie;2020;12273.197
Česko;Správní režie;2021;14012.146
Česko;Správní režie;2022;15887.814
Česko;Provize od zajišťovatelů a podíly na ziscích;2018;7946.745
Česko;Provize od zajišťovatelů a podíly na ziscích;2019;7958.28
Česko;Provize od zajišťovatelů a podíly na ziscích;2020;8783.343
Česko;Provize od zajišťovatelů a podíly na ziscích;2021;10017.405
Česko;Provize od zajišťovatelů a podíly na ziscích;2022;12019.355
Česko;Ostatní technické náklady, očištěné od zajištění;2018;7739.127
Česko;Ostatní technické náklady, očištěné od zajištění;2019;10336.159
Česko;Ostatní technické náklady, očištěné od zajištění;2020;10068.108
Česko;Ostatní technické náklady, očištěné od zajištění;2021;10502.617
Česko;Ostatní technické náklady, očištěné od zajištění;2022;12695.52
Česko;Výsledek technického účtu k neživotnímu pojištění;2018;7107.791
Česko;Výsledek technického účtu k neživotnímu pojištění;2019;4749.297
Česko;Výsledek technického účtu k neživotnímu pojištění;2020;8921.206
Česko;Výsledek technického účtu k neživotnímu pojištění;2021;16711.954
Česko;Výsledek technického účtu k neživotnímu pojištění;2022;8631.949
