Území;Ukazatel;PRODCOM;Roky;value
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2009;208253.0
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2008;255092.0
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2007;318037.0
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2006;312557.0
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2005;294573.0
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2004;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2003;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2002;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2001;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);2000;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1999;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1998;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1997;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1996;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1995;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1994;
Česko;Produkce průmyslových výrobků;Tkaniny ze syntetického hedvábí (tis. m2);1993;
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2022;39188.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2021;35831.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2020;15134.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2019;26842.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2018;33411.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2017;41717.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2016;40766.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2015;46903.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2014;55916.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2013;55166.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2012;69377.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2011;64468.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2010;53166.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2009;67931.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2008;94191.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2007;120968.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2006;131373.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2005;128331.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2004;167141.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2003;182286.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2002;210333.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2001;231917.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);2000;226088.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1999;265461.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1998;331009.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1997;345605.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1996;330237.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1995;357857.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1994;339726.0
Česko;Produkce průmyslových výrobků;Tkaniny bavlněné vč. směsových (tis. m2);1993;337139.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2022;2714.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2021;1142.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2020;181.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2019;282.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2018;378.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2017;452.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2016;511.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2015;594.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2014;556.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2013;473.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2012;481.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2011;819.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2010;638.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2009;655.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2008;5450.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2007;5431.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2006;8968.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2005;10728.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2004;12683.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2003;12071.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2002;13835.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2001;16377.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);2000;19780.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1999;18727.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1998;23577.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1997;27504.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1996;27329.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1995;44436.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1994;49049.0
Česko;Produkce průmyslových výrobků;Tkaniny lněné (tis. m2);1993;49084.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2022;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2021;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2020;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2019;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2018;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2017;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2016;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2015;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2014;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2013;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2012;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2011;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2010;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2009;
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2008;14013.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2007;16851.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2006;20853.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2005;16913.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2004;16107.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2003;16073.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2002;13268.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2001;13517.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);2000;14297.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1999;17445.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1998;27787.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1997;28454.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1996;29586.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1995;31750.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1994;34211.0
Česko;Produkce průmyslových výrobků;Tkaniny z vlněné příze vč. směsových (tis. m2);1993;43019.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2022;172.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2021;196.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2020;188.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2019;285.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2018;395.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2017;339.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2016;770.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2015;640.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2014;786.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2013;748.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2012;762.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2011;783.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2010;750.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2009;732.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2008;976.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2007;1516.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2006;1890.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2005;1478.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2004;1841.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2003;1787.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2002;2193.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2001;1989.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);2000;2027.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1999;2107.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1998;2152.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1997;1912.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1996;1794.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1995;1890.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1994;2419.0
Česko;Produkce průmyslových výrobků;Přikrývky (bez elektricky vyhřívaných) (tis. ks);1993;2169.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2022;3563.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2021;3797.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2020;872.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2019;689.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2018;615.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2017;780.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2016;771.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2015;715.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2014;811.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2013;834.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2012;1043.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2011;1053.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2010;1611.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2009;1488.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2008;2372.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2007;3488.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2006;3996.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2005;4262.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2004;4436.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2003;5021.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2002;4463.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2001;4775.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);2000;3896.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1999;3613.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1998;3549.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1997;3451.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1996;3151.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1995;4224.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1994;4688.0
Česko;Produkce průmyslových výrobků;Prádlo ložní (t);1993;4527.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2022;11944.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2021;11921.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2020;8051.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2019;8950.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2018;9429.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2017;10516.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2016;10554.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2015;13183.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2014;11547.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2013;5836.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2012;5251.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2011;4441.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2010;4249.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2009;3441.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2008;2073.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2007;4922.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2006;4216.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2005;4661.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2004;6664.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2003;7468.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2002;8027.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2001;6592.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);2000;10005.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1999;3597.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1998;4519.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1997;5694.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1996;6226.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1995;7270.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1994;6880.0
Česko;Produkce průmyslových výrobků;Koberce a ostatní textilní podlahové krytiny (tis. m2);1993;10018.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2022;18153.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2021;20605.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2020;21476.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2019;20555.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2018;22016.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2017;20819.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2016;19502.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2015;19703.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2014;18319.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2013;17217.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2012;16810.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2011;15223.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2010;13391.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2009;14084.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2008;18273.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2007;22426.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2006;18762.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2005;17838.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2004;15707.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2003;15230.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2002;13851.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2001;14268.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);2000;14417.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1999;14372.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1998;12656.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1997;14333.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1996;14499.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1995;13209.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1994;11366.0
Česko;Produkce průmyslových výrobků;Motouzy, šňůry, provazy, lana, z juty nebo jiných textilních vláken (t);1993;9893.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2022;211031.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2021;207187.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2020;203827.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2019;193800.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2018;193805.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2017;185896.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2016;183548.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2015;172607.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2014;166480.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2013;158339.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2012;160021.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2011;139886.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2010;140094.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2009;137458.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2008;125641.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2007;115779.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2006;89481.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2005;78915.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2004;64786.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2003;58135.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2002;50936.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2001;31969.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);2000;29652.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1999;28708.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1998;21418.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1997;11355.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1996;11273.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1995;12896.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1994;12225.0
Česko;Produkce průmyslových výrobků;Netkané textilie a výrobky z nich (kromě oděvů) (t);1993;10414.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2022;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2021;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2020;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2019;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2018;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2017;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2016;2160.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2015;
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2014;2616.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2013;3206.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2012;4158.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2011;9017.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2010;7721.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2009;10114.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2008;14413.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2007;16638.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2006;17191.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2005;21682.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2004;14255.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2003;19518.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2002;15635.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2001;22567.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);2000;18434.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1999;35481.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1998;36883.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1997;42124.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1996;43856.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1995;38288.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1994;68596.0
Česko;Produkce průmyslových výrobků;Oděvy z usní (ks);1993;74700.0
Česko;Produkce průmyslových výrobků;Pracovní oblečení pánské a chlapecké (tis. ks);2022;3014.0
