Území;Ukazatel;Pohlaví;Roky;value
Česko;Osoby používající internet (%);ženy;2005;29.12499888
Česko;Osoby používající internet (%);ženy;2006;38.11250659
Česko;Osoby používající internet (%);ženy;2007;41.48129866
Česko;Osoby používající internet (%);ženy;2008;50.29017888
Česko;Osoby používající internet (%);ženy;2009;52.85417653
Česko;Osoby používající internet (%);ženy;2010;58.08326937
Česko;Osoby používající internet (%);ženy;2011;61.87694273
Česko;Osoby používající internet (%);ženy;2012;66.83604936
Česko;Osoby používající internet (%);ženy;2013;67.89930026
Česko;Osoby používající internet (%);ženy;2014;71.29836047
Česko;Osoby používající internet (%);ženy;2015;73.49824794
Česko;Osoby používající internet (%);ženy;2016;74.8
Česko;Osoby používající internet (%);ženy;2017;76.0
Česko;Osoby používající internet (%);ženy;2018;78.7
Česko;Osoby používající internet (%);ženy;2019;78.3
Česko;Osoby používající internet (%);ženy;2020;79.718
Česko;Osoby používající internet (%);ženy;2021;81.08
Česko;Osoby používající internet (%);ženy;2022;82.175
Česko;Osoby používající internet (%);ženy;2023;84.8476
Česko;Osoby používající internet (%);ženy;2024;87.360398017
Česko;Osoby používající internet (%);muži;2005;35.29958322
Česko;Osoby používající internet (%);muži;2006;44.1019972
Česko;Osoby používající internet (%);muži;2007;48.788426
Česko;Osoby používající internet (%);muži;2008;58.01288183
Česko;Osoby používající internet (%);muži;2009;59.19261923
Česko;Osoby používající internet (%);muži;2010;65.78105963
Česko;Osoby používající internet (%);muži;2011;69.24270925
Česko;Osoby používající internet (%);muži;2012;72.34844207
Česko;Osoby používající internet (%);muži;2013;73.11559545
Česko;Osoby používající internet (%);muži;2014;77.29054958
Česko;Osoby používající internet (%);muži;2015;77.94236601
Česko;Osoby používající internet (%);muži;2016;78.2
Česko;Osoby používající internet (%);muži;2017;81.6
Česko;Osoby používající internet (%);muži;2018;82.8
Česko;Osoby používající internet (%);muži;2019;83.6
Česko;Osoby používající internet (%);muži;2020;83.05
Česko;Osoby používající internet (%);muži;2021;84.36
Česko;Osoby používající internet (%);muži;2022;87.007
Česko;Osoby používající internet (%);muži;2023;87.2328
Česko;Osoby používající internet (%);muži;2024;88.052436066
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2005;
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2006;
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2007;
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2008;
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2009;0.57
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2010;2.68
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2011;4.93
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2012;7.5371892
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2013;15.06202084
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2014;23.00743238
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2015;32.5
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2016;37.6
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2017;46.1
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2018;56.3
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2019;62.3
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2020;66.553
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2021;71.01
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2022;74.441
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2023;77.5437
Česko;Osoby používající internet na mobilním telefonu (%);ženy;2024;81.560194301
Česko;Osoby používající internet na mobilním telefonu (%);muži;2005;
Česko;Osoby používající internet na mobilním telefonu (%);muži;2006;
Česko;Osoby používající internet na mobilním telefonu (%);muži;2007;
Česko;Osoby používající internet na mobilním telefonu (%);muži;2008;
Česko;Osoby používající internet na mobilním telefonu (%);muži;2009;1.97
Česko;Osoby používající internet na mobilním telefonu (%);muži;2010;5.44
Česko;Osoby používající internet na mobilním telefonu (%);muži;2011;12.0
Česko;Osoby používající internet na mobilním telefonu (%);muži;2012;16.6111201
Česko;Osoby používající internet na mobilním telefonu (%);muži;2013;25.6321618
Česko;Osoby používající internet na mobilním telefonu (%);muži;2014;34.28372222
Česko;Osoby používající internet na mobilním telefonu (%);muži;2015;41.7
Česko;Osoby používající internet na mobilním telefonu (%);muži;2016;45.0
Česko;Osoby používající internet na mobilním telefonu (%);muži;2017;54.9
Česko;Osoby používající internet na mobilním telefonu (%);muži;2018;60.7
Česko;Osoby používající internet na mobilním telefonu (%);muži;2019;66.8
Česko;Osoby používající internet na mobilním telefonu (%);muži;2020;68.492
Česko;Osoby používající internet na mobilním telefonu (%);muži;2021;73.271
Česko;Osoby používající internet na mobilním telefonu (%);muži;2022;79.102
Česko;Osoby používající internet na mobilním telefonu (%);muži;2023;79.1866
Česko;Osoby používající internet na mobilním telefonu (%);muži;2024;80.228350884
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2005;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2006;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2007;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2008;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2009;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2010;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2011;2.99
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2012;5.14
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2013;10.36
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2014;15.86
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2015;23.88
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2016;27.37
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2017;32.12
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2018;43.6
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2019;50.5
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2020;55.23
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2021;60.404
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2022;63.779
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2023;68.1386
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);ženy;2024;73.394450782
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2005;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2006;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2007;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2008;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2009;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2010;
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2011;7.8
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2012;11.6
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2013;16.07
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2014;24.07
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2015;30.24
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2016;34.03
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2017;40.27
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2018;50.1
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2019;56.1
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2020;58.805
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2021;64.414
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2022;69.624
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2023;72.2864
Česko;Osoby připojující se na mobilním telefonu k internetu přes mobilní data (%);muži;2024;73.781301794
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2005;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2006;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2007;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2008;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2009;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2010;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2011;2.12
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2012;3.32
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2013;8.28
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2014;14.55
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2015;20.15
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2016;28.4
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2017;42.6
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2018;54.0
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2019;59.9
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2020;64.01
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2021;68.351
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2022;72.08
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2023;75.258
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);ženy;2024;78.361309791
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2005;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2006;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2007;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2008;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2009;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2010;
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2011;4.87
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2012;7.12
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2013;14.24
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2014;20.9
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2015;27.08
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2016;33.34
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2017;50.39
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2018;58.6
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2019;64.9
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2020;65.91
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2021;70.991
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2022;76.936
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2023;76.9864
Česko;Osoby připojující se na mobilním telefonu k internetu přes Wi-Fi (%);muži;2024;77.510656778
Česko;Osoby nakupující na internetu (%);ženy;2005;3.8
Česko;Osoby nakupující na internetu (%);ženy;2006;8.4
Česko;Osoby nakupující na internetu (%);ženy;2007;12.5
Česko;Osoby nakupující na internetu (%);ženy;2008;17.7
Česko;Osoby nakupující na internetu (%);ženy;2009;18.8
Česko;Osoby nakupující na internetu (%);ženy;2010;23.04657688
Česko;Osoby nakupující na internetu (%);ženy;2011;26.9
Česko;Osoby nakupující na internetu (%);ženy;2012;29.8
Česko;Osoby nakupující na internetu (%);ženy;2013;33.4
Česko;Osoby nakupující na internetu (%);ženy;2014;38.1
Česko;Osoby nakupující na internetu (%);ženy;2015;41.2
Česko;Osoby nakupující na internetu (%);ženy;2016;44.9
Česko;Osoby nakupující na internetu (%);ženy;2017;50.3
Česko;Osoby nakupující na internetu (%);ženy;2018;54.2
Česko;Osoby nakupující na internetu (%);ženy;2019;58.5
Česko;Osoby nakupující na internetu (%);ženy;2020;65.579
Česko;Osoby nakupující na internetu (%);ženy;2021;69.633
Česko;Osoby nakupující na internetu (%);ženy;2022;69.225
Česko;Osoby nakupující na internetu (%);ženy;2023;70.8996
Česko;Osoby nakupující na internetu (%);ženy;2024;75.267044585
Česko;Osoby nakupující na internetu (%);muži;2005;7.3
Česko;Osoby nakupující na internetu (%);muži;2006;13.8
Česko;Osoby nakupující na internetu (%);muži;2007;18.3
Česko;Osoby nakupující na internetu (%);muži;2008;24.5
Česko;Osoby nakupující na internetu (%);muži;2009;25.3
Česko;Osoby nakupující na internetu (%);muži;2010;27.98665966
Česko;Osoby nakupující na internetu (%);muži;2011;29.0
Česko;Osoby nakupující na internetu (%);muži;2012;31.5
Česko;Osoby nakupující na internetu (%);muži;2013;35.6
Česko;Osoby nakupující na internetu (%);muži;2014;40.5
Česko;Osoby nakupující na internetu (%);muži;2015;42.6
Česko;Osoby nakupující na internetu (%);muži;2016;42.3
Česko;Osoby nakupující na internetu (%);muži;2017;53.0
Česko;Osoby nakupující na internetu (%);muži;2018;53.6
Česko;Osoby nakupující na internetu (%);muži;2019;59.2
Česko;Osoby nakupující na internetu (%);muži;2020;65.747
Česko;Osoby nakupující na internetu (%);muži;2021;69.054
Česko;Osoby nakupující na internetu (%);muži;2022;72.114
Česko;Osoby nakupující na internetu (%);muži;2023;71.0705
Česko;Osoby nakupující na internetu (%);muži;2024;73.193528994
Česko;Osoby používající internetové bankovnictví (%);ženy;2005;3.8
Česko;Osoby používající internetové bankovnictví (%);ženy;2006;7.11
Česko;Osoby používající internetové bankovnictví (%);ženy;2007;8.66
Česko;Osoby používající internetové bankovnictví (%);ženy;2008;11.69
Česko;Osoby používající internetové bankovnictví (%);ženy;2009;15.52
Česko;Osoby používající internetové bankovnictví (%);ženy;2010;18.05
Česko;Osoby používající internetové bankovnictví (%);ženy;2011;25.41
Česko;Osoby používající internetové bankovnictví (%);ženy;2012;29.9
Česko;Osoby používající internetové bankovnictví (%);ženy;2013;36.7
Česko;Osoby používající internetové bankovnictví (%);ženy;2014;39.95149022
Česko;Osoby používající internetové bankovnictví (%);ženy;2015;43.0
Česko;Osoby používající internetové bankovnictví (%);ženy;2016;46.0
Česko;Osoby používající internetové bankovnictví (%);ženy;2017;49.0
Česko;Osoby používající internetové bankovnictví (%);ženy;2018;56.0
Česko;Osoby používající internetové bankovnictví (%);ženy;2019;61.4
Česko;Osoby používající internetové bankovnictví (%);ženy;2020;63.054
Česko;Osoby používající internetové bankovnictví (%);ženy;2021;66.126
Česko;Osoby používající internetové bankovnictví (%);ženy;2022;68.004
Česko;Osoby používající internetové bankovnictví (%);ženy;2023;72.6113
Česko;Osoby používající internetové bankovnictví (%);ženy;2024;77.309445708
Česko;Osoby používající internetové bankovnictví (%);muži;2005;6.6
Česko;Osoby používající internetové bankovnictví (%);muži;2006;11.01
Česko;Osoby používající internetové bankovnictví (%);muži;2007;12.82
Česko;Osoby používající internetové bankovnictví (%);muži;2008;15.2
Česko;Osoby používající internetové bankovnictví (%);muži;2009;18.66
Česko;Osoby používající internetové bankovnictví (%);muži;2010;24.38
Česko;Osoby používající internetové bankovnictví (%);muži;2011;29.59
Česko;Osoby používající internetové bankovnictví (%);muži;2012;33.4
Česko;Osoby používající internetové bankovnictví (%);muži;2013;40.2
Česko;Osoby používající internetové bankovnictví (%);muži;2014;45.43361969
Česko;Osoby používající internetové bankovnictví (%);muži;2015;47.0
Česko;Osoby používající internetové bankovnictví (%);muži;2016;48.8
Česko;Osoby používající internetové bankovnictví (%);muži;2017;55.1
Česko;Osoby používající internetové bankovnictví (%);muži;2018;59.2
Česko;Osoby používající internetové bankovnictví (%);muži;2019;63.8
Česko;Osoby používající internetové bankovnictví (%);muži;2020;65.173
Česko;Osoby používající internetové bankovnictví (%);muži;2021;67.61
Česko;Osoby používající internetové bankovnictví (%);muži;2022;73.715
Česko;Osoby používající internetové bankovnictví (%);muži;2023;74.0679
Česko;Osoby používající internetové bankovnictví (%);muži;2024;76.752915059
Česko;Osoby používající sociální sítě (%);ženy;2005;
Česko;Osoby používající sociální sítě (%);ženy;2006;
Česko;Osoby používající sociální sítě (%);ženy;2007;
Česko;Osoby používající sociální sítě (%);ženy;2008;
Česko;Osoby používající sociální sítě (%);ženy;2009;4.42
Česko;Osoby používající sociální sítě (%);ženy;2010;8.32
Česko;Osoby používající sociální sítě (%);ženy;2011;23.65
Česko;Osoby používající sociální sítě (%);ženy;2012;29.9
Česko;Osoby používající sociální sítě (%);ženy;2013;32.9
Česko;Osoby používající sociální sítě (%);ženy;2014;36.1
Česko;Osoby používající sociální sítě (%);ženy;2015;37.3
Česko;Osoby používající sociální sítě (%);ženy;2016;42.1
Česko;Osoby používající sociální sítě (%);ženy;2017;43.9
Česko;Osoby používající sociální sítě (%);ženy;2018;52.6
Česko;Osoby používající sociální sítě (%);ženy;2019;54.8
Česko;Osoby používající sociální sítě (%);ženy;2020;54.955
Česko;Osoby používající sociální sítě (%);ženy;2021;58.042
Česko;Osoby používající sociální sítě (%);ženy;2022;58.335
Česko;Osoby používající sociální sítě (%);ženy;2023;63.4678
Česko;Osoby používající sociální sítě (%);ženy;2024;66.509028486
Česko;Osoby používající sociální sítě (%);muži;2005;
Česko;Osoby používající sociální sítě (%);muži;2006;
Česko;Osoby používající sociální sítě (%);muži;2007;
Česko;Osoby používající sociální sítě (%);muži;2008;
Česko;Osoby používající sociální sítě (%);muži;2009;6.04
Česko;Osoby používající sociální sítě (%);muži;2010;10.49
Česko;Osoby používající sociální sítě (%);muži;2011;25.71
Česko;Osoby používající sociální sítě (%);muži;2012;32.1
Česko;Osoby používající sociální sítě (%);muži;2013;35.8
