Typ indexu,Ukazatel,Očištění,Území,CZ NACE,Měsíce,value
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2015,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2016,102.0104265292
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2016,103.4728400521
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2016,99.3220674396
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2016,100.04789139
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2016,101.9482468004
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2016,99.9098349491
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2016,98.1335299477
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2016,104.1705431044
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2016,101.1442231408
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2016,100.5475908726
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2016,102.7506737719
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2016,101.9472253252
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2017,107.3758909355
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2017,103.1033352756
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2017,109.3694440177
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2017,101.2102521552
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2017,106.8562395766
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2017,103.7882901412
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2017,103.3764857631
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2017,103.0689773184
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2017,100.6644645838
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2017,104.4840938307
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2017,102.9766544988
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2017,100.4465926946
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2018,105.5979054286
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2018,104.0850685676
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2018,101.9089315173
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2018,104.7042528946
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2018,101.6664364991
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2018,103.6697595714
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2018,105.8234195725
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2018,102.9109267499
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2018,103.9363057469
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2018,104.0152543398
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2018,103.2759591721
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2018,99.2349664407
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2019,97.8432910121
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2019,99.4351307494
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2019,99.1516864237
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2019,101.272100801
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2019,101.8631909636
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2019,100.6383801203
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2019,100.1718583939
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2019,101.5622608778
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2019,108.5406008001
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2019,98.6973508998
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2019,101.8662896212
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2019,107.6409389526
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2020,100.1144907463
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2020,101.7350803476
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2020,92.1037766335
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2020,83.5021874674
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2020,79.1508039381
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2020,87.6475574507
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2020,89.0207182831
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2020,88.2603653921
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2020,89.7194734567
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2020,89.5326127121
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2020,88.5691494379
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2020,91.2522790297
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2021,88.8832770446
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2021,89.1374836199
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2021,102.9852350838
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2021,111.6541198025
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2021,115.6899529859
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2021,111.1967764109
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2021,105.2731267375
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2021,107.7969902779
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2021,105.9714722086
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2021,106.979819011
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2021,113.9044110645
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2021,108.0090360993
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2022,112.0041117242
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2022,113.4581009134
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2022,111.290806302
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2022,108.3513392428
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2022,113.0169955146
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2022,107.114395533
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2022,104.9056002522
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2022,108.2074466417
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2022,101.8563593413
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2022,103.6350006344
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2022,102.5029888241
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2022,100.5770009405
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2023,103.4025115807
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2023,101.0911156996
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2023,99.4320740061
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2023,96.6843305192
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2023,95.9809012077
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2023,98.5196460497
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2023,94.5903199963
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2023,94.5999428081
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2023,94.6096337667
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2023,98.1972944344
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2023,96.2939833954
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2023,95.8463341109
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2024,99.9047790702
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2024,101.0849739653
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2024,98.083734554
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2024,108.2852761007
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2024,102.793493632
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2024,98.376453069
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2024,107.7351816756
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2024,101.3104061838
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",září 2024,102.5316989999
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",říjen 2024,102.179628059
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",listopad 2024,101.5292174655
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",prosinec 2024,102.0617075568
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",leden 2025,102.8978407465
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",únor 2025,102.0714818798
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",březen 2025,103.0189190354
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",duben 2025,100.6899460213
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",květen 2025,101.0873801503
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červen 2025,103.6363503099
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",červenec 2025,101.8017611933
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,"H,I,J,L,M_sts a N SLUŽBY CELKEM (bez CZ-NACE 701, 72 a 75)",srpen 2025,99.7251389197
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,leden 2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,únor 2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,březen 2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,duben 2014,
Meziroční index,Index produkce služeb - stálé ceny (%),Bez očištění,Česko,49 až 53 Sekce H - DOPRAVA A SKLADOVÁNÍ,květen 2014,
