Území,Ukazatel,Roky,value
Česko,HDP cestovního ruchu,2023,179697.59343145
Česko,HDP cestovního ruchu,2022,151615.73274984
Česko,HDP cestovního ruchu,2021,96362.00085882
Česko,HDP cestovního ruchu,2020,86118.45532435
Česko,HDP cestovního ruchu,2019,166554.10345542
Česko,HDP cestovního ruchu,2018,155914.78623642
Česko,HDP cestovního ruchu,2017,148620.27777046
Česko,HDP cestovního ruchu,2016,138925.79303248
Česko,HPH cestovního ruchu (zc),2023,160975.0076531
Česko,HPH cestovního ruchu (zc),2022,135650.34379544
Česko,HPH cestovního ruchu (zc),2021,86086.7460865
Česko,HPH cestovního ruchu (zc),2020,77115.13303842
Česko,HPH cestovního ruchu (zc),2019,144750.75422385
Česko,HPH cestovního ruchu (zc),2018,135075.19551365
Česko,HPH cestovního ruchu (zc),2017,128390.74829929
Česko,HPH cestovního ruchu (zc),2016,120618.17686304
Česko,Podíl cestovního ruchu na celkovém HDP (%),2023,2.35616629
Česko,Podíl cestovního ruchu na celkovém HDP (%),2022,2.14823452
Česko,Podíl cestovního ruchu na celkovém HDP (%),2021,1.52588738
Česko,Podíl cestovního ruchu na celkovém HDP (%),2020,1.47612566
Česko,Podíl cestovního ruchu na celkovém HDP (%),2019,2.87381847
Česko,Podíl cestovního ruchu na celkovém HDP (%),2018,2.87942443
Česko,Podíl cestovního ruchu na celkovém HDP (%),2017,2.94172687
Česko,Podíl cestovního ruchu na celkovém HDP (%),2016,2.90683763
Česko,Podíl cestovního ruchu na celkové HPH (%),2023,2.29842185
Česko,Podíl cestovního ruchu na celkové HPH (%),2022,2.11098023
Česko,Podíl cestovního ruchu na celkové HPH (%),2021,1.49549807
Česko,Podíl cestovního ruchu na celkové HPH (%),2020,1.44922339
Česko,Podíl cestovního ruchu na celkové HPH (%),2019,2.76402306
Česko,Podíl cestovního ruchu na celkové HPH (%),2018,2.76785266
Česko,Podíl cestovního ruchu na celkové HPH (%),2017,2.83171931
Česko,Podíl cestovního ruchu na celkové HPH (%),2016,2.80695258
Česko,Počet zaměstnaných osob v cestovním ruchu,2023,224337.6372871
Česko,Počet zaměstnaných osob v cestovním ruchu,2022,219504.59406839
Česko,Počet zaměstnaných osob v cestovním ruchu,2021,212728.65158086
Česko,Počet zaměstnaných osob v cestovním ruchu,2020,220662.83585578
Česko,Počet zaměstnaných osob v cestovním ruchu,2019,239506.29899907
Česko,Počet zaměstnaných osob v cestovním ruchu,2018,238336.69099739
Česko,Počet zaměstnaných osob v cestovním ruchu,2017,235177.99928345
Česko,Počet zaměstnaných osob v cestovním ruchu,2016,233298.58198574
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2023,4.16371739
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2022,4.1159051
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2021,4.02953174
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2020,4.13442839
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2019,4.41051799
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2018,4.39970189
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2017,4.39929259
Česko,Podíl cestovního ruchu na celkové zaměstnanosti (zaměstnané osoby v %),2016,4.43171053
