Území,Roky,Ukazatel,value
Česko,2025,Počet obyvatel - celkem,
Česko,2025,Počet obyvatel ve věku 0 - 14 let,
Česko,2025,Počet obyvatel ve věku 15 - 64 let,
Česko,2025,Počet obyvatel ve věku 20 - 64 let,
Česko,2025,Počet obyvatel ve věku 65 a více let,
Česko,2025,Počet obyvatel ve věku 80 a více let,
Česko,2025,Podíl obyvatel ve věku 0 - 14 let (%),
Česko,2025,Podíl obyvatel ve věku 15 - 64 let (%),
Česko,2025,Podíl obyvatel ve věku 65 a více let (%),
Česko,2025,Průměrný věk (roky),
Česko,2025,Index stáří,
Česko,2025,Index ekonomické závislosti,
Česko,2024,Počet obyvatel - celkem,10909500.0
Česko,2024,Počet obyvatel ve věku 0 - 14 let,1690783.0
Česko,2024,Počet obyvatel ve věku 15 - 64 let,6962830.0
Česko,2024,Počet obyvatel ve věku 20 - 64 let,6344244.0
Česko,2024,Počet obyvatel ve věku 65 a více let,2255887.0
Česko,2024,Počet obyvatel ve věku 80 a více let,519802.0
Česko,2024,Podíl obyvatel ve věku 0 - 14 let (%),15.49826298
Česko,2024,Podíl obyvatel ve věku 15 - 64 let (%),63.82354828
Česko,2024,Podíl obyvatel ve věku 65 a více let (%),20.67818873
Česko,2024,Průměrný věk (roky),43.06147486
Česko,2024,Index stáří,133.4226214
Česko,2024,Index ekonomické závislosti,71.95902301
Česko,2023,Počet obyvatel - celkem,10900555.0
Česko,2023,Počet obyvatel ve věku 0 - 14 let,1727758.0
Česko,2023,Počet obyvatel ve věku 15 - 64 let,6935475.0
Česko,2023,Počet obyvatel ve věku 20 - 64 let,6342155.0
Česko,2023,Počet obyvatel ve věku 65 a více let,2237322.0
Česko,2023,Počet obyvatel ve věku 80 a více let,491972.0
Česko,2023,Podíl obyvatel ve věku 0 - 14 let (%),15.85018378
Česko,2023,Podíl obyvatel ve věku 15 - 64 let (%),63.62497139
Česko,2023,Podíl obyvatel ve věku 65 a více let (%),20.52484484
Česko,2023,Průměrný věk (roky),42.80415635
Česko,2023,Index stáří,129.4927878
Česko,2023,Index ekonomické závislosti,71.87462306
Česko,2022,Počet obyvatel - celkem,10827529.0
Česko,2022,Počet obyvatel ve věku 0 - 14 let,1750808.0
Česko,2022,Počet obyvatel ve věku 15 - 64 let,6868872.0
Česko,2022,Počet obyvatel ve věku 20 - 64 let,6312183.0
Česko,2022,Počet obyvatel ve věku 65 a více let,2207849.0
Česko,2022,Počet obyvatel ve věku 80 a více let,465991.0
Česko,2022,Podíl obyvatel ve věku 0 - 14 let (%),16.16996824
Česko,2022,Podíl obyvatel ve věku 15 - 64 let (%),63.43896193
Česko,2022,Podíl obyvatel ve věku 65 a více let (%),20.39106984
Česko,2022,Průměrný věk (roky),42.6068977
Česko,2022,Index stáří,126.1045757
Česko,2022,Index ekonomické závislosti,71.53382594
Česko,2021,Počet obyvatel - celkem,10516707.0
Česko,2021,Počet obyvatel ve věku 0 - 14 let,1693408.0
Česko,2021,Počet obyvatel ve věku 15 - 64 let,6654190.0
Česko,2021,Počet obyvatel ve věku 20 - 64 let,6150885.0
Česko,2021,Počet obyvatel ve věku 65 a více let,2169109.0
Česko,2021,Počet obyvatel ve věku 80 a více let,451143.0
Česko,2021,Podíl obyvatel ve věku 0 - 14 let (%),16.10207454
Česko,2021,Podíl obyvatel ve věku 15 - 64 let (%),63.27256241
Česko,2021,Podíl obyvatel ve věku 65 a více let (%),20.62536305
Česko,2021,Průměrný věk (roky),42.7827715
Česko,2021,Index stáří,128.0913401
Česko,2021,Index ekonomické závislosti,70.97876159
Česko,2020,Počet obyvatel - celkem,10701777.0
Česko,2020,Počet obyvatel ve věku 0 - 14 let,1719741.0
Česko,2020,Počet obyvatel ve věku 15 - 64 let,6823714.0
Česko,2020,Počet obyvatel ve věku 20 - 64 let,6333264.0
Česko,2020,Počet obyvatel ve věku 65 a více let,2158322.0
Česko,2020,Počet obyvatel ve věku 80 a více let,447526.0
Česko,2020,Podíl obyvatel ve věku 0 - 14 let (%),16.06967703
Česko,2020,Podíl obyvatel ve věku 15 - 64 let (%),63.76243871
Česko,2020,Podíl obyvatel ve věku 65 a více let (%),20.16788427
Česko,2020,Průměrný věk (roky),42.58078929
Česko,2020,Index stáří,125.5027356
Česko,2020,Index ekonomické závislosti,68.97727617
Česko,2019,Počet obyvatel - celkem,10693939.0
Česko,2019,Počet obyvatel ve věku 0 - 14 let,1710202.0
Česko,2019,Počet obyvatel ve věku 15 - 64 let,6852107.0
Česko,2019,Počet obyvatel ve věku 20 - 64 let,6374077.0
Česko,2019,Počet obyvatel ve věku 65 a více let,2131630.0
Česko,2019,Počet obyvatel ve věku 80 a více let,441100.0
Česko,2019,Podíl obyvatel ve věku 0 - 14 let (%),15.99225505
Česko,2019,Podíl obyvatel ve věku 15 - 64 let (%),64.07467819
Česko,2019,Podíl obyvatel ve věku 65 a více let (%),19.93306676
Česko,2019,Průměrný věk (roky),42.48015483
Česko,2019,Index stáří,124.6420014
Česko,2019,Index ekonomické závislosti,67.77235355
Česko,2018,Počet obyvatel - celkem,10649800.0
Česko,2018,Počet obyvatel ve věku 0 - 14 let,1693060.0
Česko,2018,Počet obyvatel ve věku 15 - 64 let,6870123.0
Česko,2018,Počet obyvatel ve věku 20 - 64 let,6402732.0
Česko,2018,Počet obyvatel ve věku 65 a více let,2086617.0
Česko,2018,Počet obyvatel ve věku 80 a více let,432907.0
Česko,2018,Podíl obyvatel ve věku 0 - 14 let (%),15.89757554
Česko,2018,Podíl obyvatel ve věku 15 - 64 let (%),64.50940863
Česko,2018,Podíl obyvatel ve věku 65 a více let (%),19.59301583
Česko,2018,Průměrný věk (roky),42.33474225
Česko,2018,Index stáří,123.2453073
Česko,2018,Index ekonomické závislosti,66.33212198
Česko,2017,Počet obyvatel - celkem,10610055.0
Česko,2017,Počet obyvatel ve věku 0 - 14 let,1670677.0
Česko,2017,Počet obyvatel ve věku 15 - 64 let,6899195.0
Česko,2017,Počet obyvatel ve věku 20 - 64 let,6436995.0
Česko,2017,Počet obyvatel ve věku 65 a více let,2040183.0
Česko,2017,Počet obyvatel ve věku 80 a více let,427422.0
Česko,2017,Podíl obyvatel ve věku 0 - 14 let (%),15.7461672
Česko,2017,Podíl obyvatel ve věku 15 - 64 let (%),65.02506349
Česko,2017,Podíl obyvatel ve věku 65 a více let (%),19.22876931
Česko,2017,Průměrný věk (roky),42.19534908
Česko,2017,Index stáří,122.1171417
Česko,2017,Index ekonomické závislosti,64.82931865
Česko,2016,Počet obyvatel - celkem,10578820.0
Česko,2016,Počet obyvatel ve věku 0 - 14 let,1647275.0
Česko,2016,Počet obyvatel ve věku 15 - 64 let,6942623.0
Česko,2016,Počet obyvatel ve věku 20 - 64 let,6483950.0
Česko,2016,Počet obyvatel ve věku 65 a více let,1988922.0
Česko,2016,Počet obyvatel ve věku 80 a více let,424841.0
Česko,2016,Podíl obyvatel ve věku 0 - 14 let (%),15.5714437
Česko,2016,Podíl obyvatel ve věku 15 - 64 let (%),65.62757472
Česko,2016,Podíl obyvatel ve věku 65 a více let (%),18.80098158
Česko,2016,Průměrný věk (roky),42.04648864
Česko,2016,Index stáří,120.7401314
Česko,2016,Index ekonomické závislosti,63.15394166
Česko,2015,Počet obyvatel - celkem,10553843.0
Česko,2015,Počet obyvatel ve věku 0 - 14 let,1623716.0
Česko,2015,Počet obyvatel ve věku 15 - 64 let,6997715.0
Česko,2015,Počet obyvatel ve věku 20 - 64 let,6539712.0
Česko,2015,Počet obyvatel ve věku 65 a více let,1932412.0
Česko,2015,Počet obyvatel ve věku 80 a více let,420536.0
Česko,2015,Podíl obyvatel ve věku 0 - 14 let (%),15.38506874
Česko,2015,Podíl obyvatel ve věku 15 - 64 let (%),66.30489955
Česko,2015,Podíl obyvatel ve věku 65 a více let (%),18.31003171
Česko,2015,Průměrný věk (roky),41.86871109
Česko,2015,Index stáří,119.0116991
Česko,2015,Index ekonomické závislosti,61.38085286
Česko,2014,Počet obyvatel - celkem,10538275.0
Česko,2014,Počet obyvatel ve věku 0 - 14 let,1601045.0
Česko,2014,Počet obyvatel ve věku 15 - 64 let,7056824.0
Česko,2014,Počet obyvatel ve věku 20 - 64 let,6593741.0
Česko,2014,Počet obyvatel ve věku 65 a více let,1880406.0
Česko,2014,Počet obyvatel ve věku 80 a více let,418698.0
Česko,2014,Podíl obyvatel ve věku 0 - 14 let (%),15.19266673
Česko,2014,Podíl obyvatel ve věku 15 - 64 let (%),66.96374881
Česko,2014,Podíl obyvatel ve věku 65 a více let (%),17.84358446
Česko,2014,Průměrný věk (roky),41.6959761
Česko,2014,Index stáří,117.4486663
Česko,2014,Index ekonomické závislosti,59.82239824
Česko,2013,Počet obyvatel - celkem,10512419.0
Česko,2013,Počet obyvatel ve věku 0 - 14 let,1577455.0
Česko,2013,Počet obyvatel ve věku 15 - 64 let,7109420.0
Česko,2013,Počet obyvatel ve věku 20 - 64 let,6629546.0
Česko,2013,Počet obyvatel ve věku 65 a více let,1825544.0
Česko,2013,Počet obyvatel ve věku 80 a více let,412049.0
Česko,2013,Podíl obyvatel ve věku 0 - 14 let (%),15.00563286
Česko,2013,Podíl obyvatel ve věku 15 - 64 let (%),67.62877317
Česko,2013,Podíl obyvatel ve věku 65 a více let (%),17.36559397
Česko,2013,Průměrný věk (roky),41.500765
Česko,2013,Index stáří,115.7271681
Česko,2013,Index ekonomické závislosti,58.56921424
Česko,2012,Počet obyvatel - celkem,10516125.0
Česko,2012,Počet obyvatel ve věku 0 - 14 let,1560296.0
Česko,2012,Počet obyvatel ve věku 15 - 64 let,7188211.0
Česko,2012,Počet obyvatel ve věku 20 - 64 let,6677946.0
Česko,2012,Počet obyvatel ve věku 65 a více let,1767618.0
Česko,2012,Počet obyvatel ve věku 80 a více let,406181.0
Česko,2012,Podíl obyvatel ve věku 0 - 14 let (%),14.83717624
Česko,2012,Podíl obyvatel ve věku 15 - 64 let (%),68.35417989
Česko,2012,Podíl obyvatel ve věku 65 a více let (%),16.80864387
Česko,2012,Průměrný věk (roky),41.28494607
Česko,2012,Index stáří,113.2873506
Česko,2012,Index ekonomické závislosti,57.4754423
Česko,2011,Počet obyvatel - celkem,10505445.0
Česko,2011,Počet obyvatel ve věku 0 - 14 let,1541241.0
Česko,2011,Počet obyvatel ve věku 15 - 64 let,7262768.0
Česko,2011,Počet obyvatel ve věku 20 - 64 let,6721663.0
Česko,2011,Počet obyvatel ve věku 65 a více let,1701436.0
Česko,2011,Počet obyvatel ve věku 80 a více let,396383.0
Česko,2011,Podíl obyvatel ve věku 0 - 14 let (%),14.67087782
Česko,2011,Podíl obyvatel ve věku 15 - 64 let (%),69.13336846
Česko,2011,Podíl obyvatel ve věku 65 a více let (%),16.19575373
Česko,2011,Průměrný věk (roky),41.0754811
Česko,2011,Index stáří,110.3938969
Česko,2011,Index ekonomické závislosti,56.29234908
Česko,2010,Počet obyvatel - celkem,10532770.0
Česko,2010,Počet obyvatel ve věku 0 - 14 let,1518142.0
Česko,2010,Počet obyvatel ve věku 15 - 64 let,7378802.0
Česko,2010,Počet obyvatel ve věku 20 - 64 let,6796152.0
Česko,2010,Počet obyvatel ve věku 65 a více let,1635826.0
Česko,2010,Počet obyvatel ve věku 80 a více let,386512.0
Česko,2010,Podíl obyvatel ve věku 0 - 14 let (%),14.41351136
Česko,2010,Podíl obyvatel ve věku 15 - 64 let (%),70.05566437
Česko,2010,Podíl obyvatel ve věku 65 a více let (%),15.53082428
Česko,2010,Průměrný věk (roky),40.80254311
Česko,2010,Index stáří,107.751844
Česko,2010,Index ekonomické závislosti,54.9813777
Česko,2009,Počet obyvatel - celkem,10506813.0
Česko,2009,Počet obyvatel ve věku 0 - 14 let,1494370.0
Česko,2009,Počet obyvatel ve věku 15 - 64 let,7413560.0
Česko,2009,Počet obyvatel ve věku 20 - 64 let,6797569.0
Česko,2009,Počet obyvatel ve věku 65 a více let,1598883.0
Česko,2009,Počet obyvatel ve věku 80 a více let,373047.0
Česko,2009,Podíl obyvatel ve věku 0 - 14 let (%),14.22286663
Česko,2009,Podíl obyvatel ve věku 15 - 64 let (%),70.55955027
Česko,2009,Podíl obyvatel ve věku 65 a více let (%),15.21758311
Česko,2009,Průměrný věk (roky),40.63006865
Česko,2009,Index stáří,106.9937833
Česko,2009,Index ekonomické závislosti,54.56721366
Česko,2008,Počet obyvatel - celkem,10467542.0
Česko,2008,Počet obyvatel ve věku 0 - 14 let,1480007.0
Česko,2008,Počet obyvatel ve věku 15 - 64 let,7431383.0
Česko,2008,Počet obyvatel ve věku 20 - 64 let,6794135.0
Česko,2008,Počet obyvatel ve věku 65 a více let,1556152.0
Česko,2008,Počet obyvatel ve věku 80 a více let,361866.0
Česko,2008,Podíl obyvatel ve věku 0 - 14 let (%),14.13901181
Česko,2008,Podíl obyvatel ve věku 15 - 64 let (%),70.99453721
Česko,2008,Podíl obyvatel ve věku 65 a více let (%),14.86645098
Česko,2008,Průměrný věk (roky),40.47382442
Česko,2008,Index stáří,105.1449081
Česko,2008,Index ekonomické závislosti,54.06732424
Česko,2007,Počet obyvatel - celkem,10381130.0
Česko,2007,Počet obyvatel ve věku 0 - 14 let,1476923.0
Česko,2007,Počet obyvatel ve věku 15 - 64 let,7391373.0
Česko,2007,Počet obyvatel ve věku 20 - 64 let,6744946.0
Česko,2007,Počet obyvatel ve věku 65 a více let,1512834.0
Česko,2007,Počet obyvatel ve věku 80 a více let,348546.0
Česko,2007,Podíl obyvatel ve věku 0 - 14 let (%),14.22699648
Česko,2007,Podíl obyvatel ve věku 15 - 64 let (%),71.2000813
Česko,2007,Podíl obyvatel ve věku 65 a více let (%),14.57292222
Česko,2007,Průměrný věk (roky),40.34592198
Česko,2007,Index stáří,102.4314741
Česko,2007,Index ekonomické závislosti,53.90975702
Česko,2006,Počet obyvatel - celkem,10287189.0
Česko,2006,Počet obyvatel ve věku 0 - 14 let,1479514.0
Česko,2006,Počet obyvatel ve věku 15 - 64 let,7325238.0
Česko,2006,Počet obyvatel ve věku 20 - 64 let,6673991.0
