Roky;Území;Ukazatel;value
2022;Česko;Hrubý domácí produkt (mil. Kč, běžné ceny);7049872.0
2022;Česko;Hrubý domácí produkt - struktura (%, ČR = 100);100.0
2022;Česko;Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny;655221.0
2022;Česko;Meziroční vývoj HDP (%, srovnatelné ceny, předchozí rok = 100);102.8
2022;Česko;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);1951952.0
2022;Česko;Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ;181416.0
2022;Česko;Čistý disponibilní důchod domácností (mil. Kč, běžné ceny);3781385.0
2022;Česko;Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny);351445.0
2022;Hlavní město Praha;Hrubý domácí produkt (mil. Kč, běžné ceny);1952106.0
2022;Hlavní město Praha;Hrubý domácí produkt - struktura (%, ČR = 100);27.7
2022;Hlavní město Praha;Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny;1458395.0
2022;Hlavní město Praha;Meziroční vývoj HDP (%, srovnatelné ceny, předchozí rok = 100);103.9
2022;Hlavní město Praha;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);560716.0
2022;Hlavní město Praha;Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ;418904.0
2022;Hlavní město Praha;Čistý disponibilní důchod domácností (mil. Kč, běžné ceny);604822.0
2022;Hlavní město Praha;Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny);451855.0
2022;Středočeský kraj;Hrubý domácí produkt (mil. Kč, běžné ceny);833853.0
2022;Středočeský kraj;Hrubý domácí produkt - struktura (%, ČR = 100);11.8
2022;Středočeský kraj;Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny;584179.0
2022;Středočeský kraj;Meziroční vývoj HDP (%, srovnatelné ceny, předchozí rok = 100);105.6
2022;Středočeský kraj;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);278765.0
2022;Středočeský kraj;Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ;195296.0
2022;Středočeský kraj;Čistý disponibilní důchod domácností (mil. Kč, běžné ceny);548009.0
2022;Středočeský kraj;Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny);383923.0
2022;Jihočeský kraj;Hrubý domácí produkt (mil. Kč, běžné ceny);350763.0
2022;Jihočeský kraj;Hrubý domácí produkt - struktura (%, ČR = 100);5.0
2022;Jihočeský kraj;Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny;540088.0
2022;Jihočeský kraj;Meziroční vývoj HDP (%, srovnatelné ceny, předchozí rok = 100);103.2
2022;Jihočeský kraj;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);95507.0
2022;Jihočeský kraj;Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ;147057.0
2022;Jihočeský kraj;Čistý disponibilní důchod domácností (mil. Kč, běžné ceny);216763.0
2022;Jihočeský kraj;Čistý disponibilní důchod domácností na 1 obyvatele (Kč, běžné ceny);333761.0
2022;Plzeňský kraj;Hrubý domácí produkt (mil. Kč, běžné ceny);329490.0
2022;Plzeňský kraj;Hrubý domácí produkt - struktura (%, ČR = 100);4.7
2022;Plzeňský kraj;Hrubý domácí produkt na 1 obyvatele v Kč, běžné ceny;550749.0
2022;Plzeňský kraj;Meziroční vývoj HDP (%, srovnatelné ceny, předchozí rok = 100);100.6
2022;Plzeňský kraj;Tvorba hrubého fixního kapitálu (mil. Kč, běžné ceny);88000.0
2022;Plzeňský kraj;Tvorba hrubého fixního kapitálu na 1 obyvatele (Kč, běžné ceny) ;147094.0
2022;Plzeňský kraj;Čistý disponibilní důchod domácností (mil. Kč, běžné ceny);202133.0
