Území,Ukazatel,Pohlaví,Roky,value
Česko,Kandidáti,ženy,2014,68077.0
Česko,Kandidáti,ženy,2018,64226.0
Česko,Kandidáti,ženy,2022,59448.0
Česko,Kandidáti,muži,2014,143201.0
Česko,Kandidáti,muži,2018,131381.0
Česko,Kandidáti,muži,2022,118975.0
Česko,Průměrný věk kandidátů (roky),ženy,2014,45.33
Česko,Průměrný věk kandidátů (roky),ženy,2018,46.57
Česko,Průměrný věk kandidátů (roky),ženy,2022,47.29
Česko,Průměrný věk kandidátů (roky),muži,2014,46.06
Česko,Průměrný věk kandidátů (roky),muži,2018,47.0
Česko,Průměrný věk kandidátů (roky),muži,2022,47.59
Česko,Zvolení zastupitelé,ženy,2014,16127.0
Česko,Zvolení zastupitelé,ženy,2018,16604.0
Česko,Zvolení zastupitelé,ženy,2022,17162.0
Česko,Zvolení zastupitelé,muži,2014,43446.0
Česko,Zvolení zastupitelé,muži,2018,42727.0
Česko,Zvolení zastupitelé,muži,2022,42066.0
Česko,Průměrný věk zvolených zastupitelů (roky),ženy,2014,46.16
Česko,Průměrný věk zvolených zastupitelů (roky),ženy,2018,46.8
Česko,Průměrný věk zvolených zastupitelů (roky),ženy,2022,47.42
Česko,Průměrný věk zvolených zastupitelů (roky),muži,2014,46.69
Česko,Průměrný věk zvolených zastupitelů (roky),muži,2018,47.14
Česko,Průměrný věk zvolených zastupitelů (roky),muži,2022,47.62
