Území;Ukazatel;Roky;value
Česko;Aktiva celkem;2018;481286.101
Česko;Aktiva celkem;2019;519909.036
Česko;Aktiva celkem;2020;556072.413
Česko;Aktiva celkem;2021;589113.549
Česko;Aktiva celkem;2022;609745.05
Česko;Dlouhodobý nehmotný majetek;2018;236.415
Česko;Dlouhodobý nehmotný majetek;2019;240.19
Česko;Dlouhodobý nehmotný majetek;2020;239.004
Česko;Dlouhodobý nehmotný majetek;2021;297.925
Česko;Dlouhodobý nehmotný majetek;2022;295.281
Česko;Dlouhodobý hmotný majetek;2018;1801.741
Česko;Dlouhodobý hmotný majetek;2019;1850.925
Česko;Dlouhodobý hmotný majetek;2020;1880.985
Česko;Dlouhodobý hmotný majetek;2021;1811.268
Česko;Dlouhodobý hmotný majetek;2022;1795.083
Česko;Stav zásob (bez poskytnutých záloh);2018;0.0
Česko;Stav zásob (bez poskytnutých záloh);2019;0.0
Česko;Stav zásob (bez poskytnutých záloh);2020;0.0
Česko;Stav zásob (bez poskytnutých záloh);2021;0.0
Česko;Stav zásob (bez poskytnutých záloh);2022;0.0
Česko;Finanční aktiva ;2018;479247.945
Česko;Finanční aktiva ;2019;517817.921
Česko;Finanční aktiva ;2020;553952.424
Česko;Finanční aktiva ;2021;587004.356
Česko;Finanční aktiva ;2022;607654.686
