Území;Roky;Ukazatel;value
Česko;2024;Počet obyvatel k 1. 1. (počáteční stav);10900555.0
Česko;2024;Počet obyvatel k 1. 7. (střední stav);10886531.0
Česko;2024;Počet obyvatel k 31. 12. (koncový stav);10909500.0
Česko;2024;Sňatky;44486.0
Česko;2024;Rozvody;20796.0
Česko;2024;Narození;84602.0
Česko;2024;Živě narození;84311.0
Česko;2024;Živě narození mimo manželství;39599.0
Česko;2024;Mrtvě narození;291.0
Česko;2024;Potraty;
Česko;2024;UPT;
Česko;2024;Zemřelí;112211.0
Česko;2024;Zemřelí do 1 roku;196.0
Česko;2024;Zemřelí do 28 dnů;133.0
Česko;2024;Přirozený přírůstek/úbytek;-27900.0
Česko;2024;Přistěhovalí;121823.0
Česko;2024;Vystěhovalí;84978.0
Česko;2024;Přírůstek/úbytek stěhováním;36845.0
Česko;2024;Celkový přírůstek/úbytek;8945.0
Česko;2023;Počet obyvatel k 1. 1. (počáteční stav);10827529.0
Česko;2023;Počet obyvatel k 1. 7. (střední stav);10878042.0
Česko;2023;Počet obyvatel k 31. 12. (koncový stav);10900555.0
Česko;2023;Sňatky;48268.0
Česko;2023;Rozvody;19453.0
Česko;2023;Narození;91455.0
Česko;2023;Živě narození;91149.0
Česko;2023;Živě narození mimo manželství;42925.0
Česko;2023;Mrtvě narození;306.0
Česko;2023;Potraty;24940.0
Česko;2023;UPT;15088.0
Česko;2023;Zemřelí;112795.0
Česko;2023;Zemřelí do 1 roku;200.0
Česko;2023;Zemřelí do 28 dnů;125.0
Česko;2023;Přirozený přírůstek/úbytek;-21646.0
Česko;2023;Přistěhovalí;141263.0
Česko;2023;Vystěhovalí;46591.0
Česko;2023;Přírůstek/úbytek stěhováním;94672.0
Česko;2023;Celkový přírůstek/úbytek;73026.0
Česko;2022;Počet obyvatel k 1. 1. (počáteční stav);10516707.0
Česko;2022;Počet obyvatel k 1. 7. (střední stav);10759525.0
Česko;2022;Počet obyvatel k 31. 12. (koncový stav);10827529.0
Česko;2022;Sňatky;54820.0
Česko;2022;Rozvody;19846.0
Česko;2022;Narození;101676.0
Česko;2022;Živě narození;101299.0
Česko;2022;Živě narození mimo manželství;48872.0
Česko;2022;Mrtvě narození;377.0
Česko;2022;Potraty;27598.0
Česko;2022;UPT;16438.0
Česko;2022;Zemřelí;120219.0
Česko;2022;Zemřelí do 1 roku;230.0
Česko;2022;Zemřelí do 28 dnů;125.0
Česko;2022;Přirozený přírůstek/úbytek;-18920.0
Česko;2022;Přistěhovalí;349548.0
Česko;2022;Vystěhovalí;19806.0
Česko;2022;Přírůstek/úbytek stěhováním;329742.0
Česko;2022;Celkový přírůstek/úbytek;310822.0
Česko;2021;Počet obyvatel k 1. 1. (počáteční stav);10494836.0
Česko;2021;Počet obyvatel k 1. 7. (střední stav);10500850.0
Česko;2021;Počet obyvatel k 31. 12. (koncový stav);10516707.0
Česko;2021;Sňatky;46778.0
Česko;2021;Rozvody;21107.0
Česko;2021;Narození;112197.0
Česko;2021;Živě narození;111793.0
Česko;2021;Živě narození mimo manželství;54203.0
Česko;2021;Mrtvě narození;404.0
Česko;2021;Potraty;27959.0
Česko;2021;UPT;15492.0
Česko;2021;Zemřelí;139891.0
Česko;2021;Zemřelí do 1 roku;246.0
Česko;2021;Zemřelí do 28 dnů;152.0
Česko;2021;Přirozený přírůstek/úbytek;-28098.0
Česko;2021;Přistěhovalí;69201.0
Česko;2021;Vystěhovalí;19232.0
Česko;2021;Přírůstek/úbytek stěhováním;49969.0
Česko;2021;Celkový přírůstek/úbytek;21871.0
Česko;2020;Počet obyvatel k 1. 1. (počáteční stav);10693939.0
