Území,Ukazatel,Roky,value
Česko,Výměra honiteb (ha),2015,6879559
Česko,Výměra honiteb (ha),2016,6887969
Česko,Výměra honiteb (ha),2017,6890552
Česko,Výměra honiteb (ha),2018,6885764
Česko,Výměra honiteb (ha),2019,6879260
Česko,Výměra honiteb (ha),2020,6884619
Česko,Výměra honiteb (ha),2021,6887798
Česko,Výměra honiteb (ha),2022,6891273
Česko,Výměra honiteb (ha),2023,6873641
Česko,Výměra honiteb (ha),2024,6885394
Česko,Počet honiteb,2015,5804
Česko,Počet honiteb,2016,5815
Česko,Počet honiteb,2017,5793
Česko,Počet honiteb,2018,5784
Česko,Počet honiteb,2019,5782
Česko,Počet honiteb,2020,5786
Česko,Počet honiteb,2021,5787
Česko,Počet honiteb,2022,5782
Česko,Počet honiteb,2023,5765
Česko,Počet honiteb,2024,5766
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2015,92014
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2016,91604
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2017,90940
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2018,90723
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2019,90033
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2020,88876
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2021,88793
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2022,88489
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2023,88337
Česko,Osoby trvale vykonávající v honitbě právo myslivosti,2024,88584
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2015,31312
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2016,31058
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2017,30959
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2018,30735
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2019,30689
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2020,30432
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2021,30221
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2022,29907
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2023,29738
Česko,Stav psů s loveckou upotřebitelností (skutečný počet),2024,29563
Česko,Odstřel - jelení zvěř (kusy),2015,23978
Česko,Odstřel - jelení zvěř (kusy),2016,26152
Česko,Odstřel - jelení zvěř (kusy),2017,27878
Česko,Odstřel - jelení zvěř (kusy),2018,28287
Česko,Odstřel - jelení zvěř (kusy),2019,29017
Česko,Odstřel - jelení zvěř (kusy),2020,29842
Česko,Odstřel - jelení zvěř (kusy),2021,30792
Česko,Odstřel - jelení zvěř (kusy),2022,32884
Česko,Odstřel - jelení zvěř (kusy),2023,35779
Česko,Odstřel - jelení zvěř (kusy),2024,35001
Česko,Odstřel - srnčí zvěř (kusy),2015,99828
Česko,Odstřel - srnčí zvěř (kusy),2016,100834
Česko,Odstřel - srnčí zvěř (kusy),2017,103455
Česko,Odstřel - srnčí zvěř (kusy),2018,102229
Česko,Odstřel - srnčí zvěř (kusy),2019,103018
Česko,Odstřel - srnčí zvěř (kusy),2020,105570
Česko,Odstřel - srnčí zvěř (kusy),2021,107433
Česko,Odstřel - srnčí zvěř (kusy),2022,114100
Česko,Odstřel - srnčí zvěř (kusy),2023,124897
Česko,Odstřel - srnčí zvěř (kusy),2024,137408
Česko,Odstřel - černá zvěř (kusy),2015,185496
Česko,Odstřel - černá zvěř (kusy),2016,160139
Česko,Odstřel - černá zvěř (kusy),2017,229182
Česko,Odstřel - černá zvěř (kusy),2018,137823
Česko,Odstřel - černá zvěř (kusy),2019,239818
Česko,Odstřel - černá zvěř (kusy),2020,160811
Česko,Odstřel - černá zvěř (kusy),2021,230905
Česko,Odstřel - černá zvěř (kusy),2022,177877
Česko,Odstřel - černá zvěř (kusy),2023,258253
Česko,Odstřel - černá zvěř (kusy),2024,193554
Česko,Odstřel - zajíci (kusy),2015,36181
Česko,Odstřel - zajíci (kusy),2016,32785
Česko,Odstřel - zajíci (kusy),2017,26729
Česko,Odstřel - zajíci (kusy),2018,28941
Česko,Odstřel - zajíci (kusy),2019,43579
Česko,Odstřel - zajíci (kusy),2020,32210
Česko,Odstřel - zajíci (kusy),2021,29009
Česko,Odstřel - zajíci (kusy),2022,33691
Česko,Odstřel - zajíci (kusy),2023,40699
Česko,Odstřel - zajíci (kusy),2024,36412
Česko,Odstřel - bažanti (kusy),2015,465284
Česko,Odstřel - bažanti (kusy),2016,471473
Česko,Odstřel - bažanti (kusy),2017,451457
Česko,Odstřel - bažanti (kusy),2018,458776
Česko,Odstřel - bažanti (kusy),2019,455677
Česko,Odstřel - bažanti (kusy),2020,331432
Česko,Odstřel - bažanti (kusy),2021,357463
Česko,Odstřel - bažanti (kusy),2022,378349
Česko,Odstřel - bažanti (kusy),2023,370284
Česko,Odstřel - bažanti (kusy),2024,367935
Česko,Odstřel - kachna divoká (kusy),2015,255195
Česko,Odstřel - kachna divoká (kusy),2016,249560
Česko,Odstřel - kachna divoká (kusy),2017,238511
Česko,Odstřel - kachna divoká (kusy),2018,238346
Česko,Odstřel - kachna divoká (kusy),2019,243028
Česko,Odstřel - kachna divoká (kusy),2020,206979
Česko,Odstřel - kachna divoká (kusy),2021,208899
Česko,Odstřel - kachna divoká (kusy),2022,221447
Česko,Odstřel - kachna divoká (kusy),2023,201582
Česko,Odstřel - kachna divoká (kusy),2024,197056
Česko,Lov - liška obecná (kusy),2015,83932
Česko,Lov - liška obecná (kusy),2016,76475
