Území,Ukazatel,Čtvrtletí,value
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2025,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2024,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2024,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2024,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2024,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2023,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2023,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2023,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2023,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2022,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2022,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2022,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2022,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2021,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2021,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2021,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2021,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2020,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2020,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2020,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2020,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2019,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2019,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2019,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2019,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2018,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2018,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2018,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2018,7.0
Česko,Počet zdravotních pojišťoven,4. čtvrtletí 2017,7.0
Česko,Počet zdravotních pojišťoven,3. čtvrtletí 2017,7.0
Česko,Počet zdravotních pojišťoven,2. čtvrtletí 2017,7.0
Česko,Počet zdravotních pojišťoven,1. čtvrtletí 2017,7.0
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2025,83402.463
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2024,92024.851
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2024,86151.012
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2024,86140.444
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2024,82664.223
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2023,86333.813
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2023,80854.04
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2023,82837.203
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2023,77613.202
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2022,79132.661
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2022,73743.298
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2022,76459.716
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2022,67049.193
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2021,73804.234
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2021,69511.147
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2021,70765.982
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2021,65174.403
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2020,72018.128
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2020,63291.441
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2020,60192.024
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2020,62392.856
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2019,67258.054
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2019,64148.856
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2019,66361.767
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2019,60685.766
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2018,63297.011
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2018,60217.413
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2018,60652.16
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2018,56373.244
Česko,Předepsané pojistné (mil. Kč),4. čtvrtletí 2017,57979.178
Česko,Předepsané pojistné (mil. Kč),3. čtvrtletí 2017,54342.745
Česko,Předepsané pojistné (mil. Kč),2. čtvrtletí 2017,55260.604
Česko,Předepsané pojistné (mil. Kč),1. čtvrtletí 2017,50467.741
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2025,131340.289
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2024,143187.841
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2024,127802.127
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2024,132036.039
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2024,127550.504
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2023,134622.3
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2023,112834.38
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2023,117277.741
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2023,113024.134
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2022,125906.524
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2022,102491.054
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2022,106803.176
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2022,103189.002
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2021,114705.695
Česko,Náklady celkem (mil. Kč),3. čtvrtletí 2021,113959.169
Česko,Náklady celkem (mil. Kč),2. čtvrtletí 2021,95091.74
Česko,Náklady celkem (mil. Kč),1. čtvrtletí 2021,94191.68
Česko,Náklady celkem (mil. Kč),4. čtvrtletí 2020,107580.1
