Území,Ukazatel,Roky,value
Česko,Pasiva celkem,2018,481286.101
Česko,Pasiva celkem,2019,519909.036
Česko,Pasiva celkem,2020,556072.413
Česko,Pasiva celkem,2021,589113.549
Česko,Pasiva celkem,2022,609745.05
Česko,Pasiva celkem,2023,625287.655
Česko,Vlastní kapital,2018,56226.811
Česko,Vlastní kapital,2019,78667.442
Česko,Vlastní kapital,2020,97115.875
Česko,Vlastní kapital,2021,110565.697
Česko,Vlastní kapital,2022,130608.372
Česko,Vlastní kapital,2023,177092.234
Česko,Základní kapital,2018,1549.601
Česko,Základní kapital,2019,1549.601
Česko,Základní kapital,2020,1549.601
Česko,Základní kapital,2021,1599.601
Česko,Základní kapital,2022,1599.601
Česko,Základní kapital,2023,1299.601
Česko,Cizí zdroje,2018,424950.101
Česko,Cizí zdroje,2019,440992.31
Česko,Cizí zdroje,2020,458742.347
Česko,Cizí zdroje,2021,478165.941
Česko,Cizí zdroje,2022,478858.931
Česko,Cizí zdroje,2023,447918.609
Česko,Dlouhodobé závazky,2018,363748.529
Česko,Dlouhodobé závazky,2019,385396.393
Česko,Dlouhodobé závazky,2020,407042.492
Česko,Dlouhodobé závazky,2021,424154.968
Česko,Dlouhodobé závazky,2022,424210.44
Česko,Dlouhodobé závazky,2023,397765.836
Česko,Krátkodobé závazky,2018,60354.713
Česko,Krátkodobé závazky,2019,54653.222
Česko,Krátkodobé závazky,2020,50697.943
Česko,Krátkodobé závazky,2021,53250.837
Česko,Krátkodobé závazky,2022,54027.996
Česko,Krátkodobé závazky,2023,49535.915
