Území;Ukazatel;Roky;value
Česko;Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.;2018;9667.673
Česko;Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.;2019;14199.971
Česko;Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.;2020;12151.458
Česko;Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.;2021;19631.327
Česko;Vyplacené dividendy a podíly na zisku vč. daně z příjmu od 1. 1. do 31. 12.;2022;8569.744
Česko;Vyplacené dividendy a podíly na zisku nerezidentům;2018;9148.667
Česko;Vyplacené dividendy a podíly na zisku nerezidentům;2019;13259.882
Česko;Vyplacené dividendy a podíly na zisku nerezidentům;2020;12018.433
Česko;Vyplacené dividendy a podíly na zisku nerezidentům;2021;19083.316
Česko;Vyplacené dividendy a podíly na zisku nerezidentům;2022;8403.97
Česko;Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům);2018;0.0
Česko;Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům);2019;0.0
Česko;Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům);2020;0.0
Česko;Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům);2021;0.0
Česko;Vyplacené dividendy a podíly na zisku fyzickým osobám (rezidentům);2022;2.744
Česko;Předepsané hrubé pojistné na zákonné úrazové pojištění;2018;8321.756
Česko;Předepsané hrubé pojistné na zákonné úrazové pojištění;2019;8920.846
Česko;Předepsané hrubé pojistné na zákonné úrazové pojištění;2020;9048.22
Česko;Předepsané hrubé pojistné na zákonné úrazové pojištění;2021;9539.356
Česko;Předepsané hrubé pojistné na zákonné úrazové pojištění;2022;10149.97
Česko;Náklady na pojistná plnění ze zákonného úrazového pojištění;2018;4809.927
Česko;Náklady na pojistná plnění ze zákonného úrazového pojištění;2019;4873.669
Česko;Náklady na pojistná plnění ze zákonného úrazového pojištění;2020;4619.326
Česko;Náklady na pojistná plnění ze zákonného úrazového pojištění;2021;4848.864
Česko;Náklady na pojistná plnění ze zákonného úrazového pojištění;2022;5346.311
