Území,Instituce,Ukazatel,Roky,value
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2014,166.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2015,171.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2016,187.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2017,202.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2018,225.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2019,247.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2020,270.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2021,307.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2022,359.0
Česko,Nebankovní peněžní instituce účtující jako banky,Počet aktivních jednotek,2023,395.0
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2014,3504.6651640142
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2015,3124.0089328446
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2016,3230.1860795614
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2017,3230.4283360811
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2018,3519.2947153866
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2019,3716.7774218117
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2020,3766.8226042972
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2021,3760.0572886503
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2022,4255.8367975339
Česko,Nebankovní peněžní instituce účtující jako banky,Evidenční počet zaměstnanců ve fyzických osobách k 31. 12.,2023,4405.1139795996
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2014,3402.710528938
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2015,3044.4082134196
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2016,3152.0923759178
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2017,3231.1927512376
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2018,3502.5985440168
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2019,3633.1672514797
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2020,3696.8139959441
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2021,3541.3524264418
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2022,4026.4507309841
Česko,Nebankovní peněžní instituce účtující jako banky,Průměrný evidenční počet zaměstnanců ve fyzických osobách,2023,4374.8905739363
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2014,2023.4963372519
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2015,1776.2791125995
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2016,1960.8599849942
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2017,2230.6037742517
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2018,2485.1524575012
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2019,2732.0642429041
Česko,Nebankovní peněžní instituce účtující jako banky,Mzdy bez ostatních osobních nákladů (mil. Kč),2020,2880.0525336656
