Území;Ukazatel;Roky;value
Česko;Počet seniorů (k 31. 12.);2000;1423003.0
Česko;Počet seniorů (k 31. 12.);2001;1414557.0
Česko;Počet seniorů (k 31. 12.);2002;1417962.0
Česko;Počet seniorů (k 31. 12.);2003;1423192.0
Česko;Počet seniorů (k 31. 12.);2004;1434630.0
Česko;Počet seniorů (k 31. 12.);2005;1456391.0
Česko;Počet seniorů (k 31. 12.);2006;1482437.0
Česko;Počet seniorů (k 31. 12.);2007;1512834.0
Česko;Počet seniorů (k 31. 12.);2008;1556152.0
Česko;Počet seniorů (k 31. 12.);2009;1598883.0
Česko;Počet seniorů (k 31. 12.);2010;1635826.0
Česko;Počet seniorů (k 31. 12.);2011;1701436.0
Česko;Počet seniorů (k 31. 12.);2012;1767618.0
Česko;Počet seniorů (k 31. 12.);2013;1825544.0
Česko;Počet seniorů (k 31. 12.);2014;1880406.0
Česko;Počet seniorů (k 31. 12.);2015;1932412.0
Česko;Počet seniorů (k 31. 12.);2016;1988922.0
Česko;Počet seniorů (k 31. 12.);2017;2040183.0
Česko;Počet seniorů (k 31. 12.);2018;2086617.0
Česko;Počet seniorů (k 31. 12.);2019;2131630.0
Česko;Počet seniorů (k 31. 12.);2020;2158322.0
Česko;Počet seniorů (k 31. 12.);2021;2169109.0
Česko;Počet seniorů (k 31. 12.);2022;2207849.0
Česko;Počet seniorů (k 31. 12.);2023;2237322.0
Česko;Počet seniorů (k 31. 12.);2024;2255887.0
Česko;Index stáří (%);2000;85.49470871
Česko;Index stáří (%);2001;87.21808637
Česko;Index stáří (%);2002;89.19312654
Česko;Index stáří (%);2003;91.55451197
Česko;Index stáří (%);2004;93.95420663
Česko;Index stáří (%);2005;97.00665609
Česko;Index stáří (%);2006;100.1975649
Česko;Index stáří (%);2007;102.4314741
Česko;Index stáří (%);2008;105.1449081
Česko;Index stáří (%);2009;106.9937833
Česko;Index stáří (%);2010;107.751844
Česko;Index stáří (%);2011;110.3938969
Česko;Index stáří (%);2012;113.2873506
Česko;Index stáří (%);2013;115.7271681
Česko;Index stáří (%);2014;117.4486663
