Území,Ukazatel,Roky,value
Česko,"Zasloužené pojistné, očištěné od zajištění ",2018,50445.606
Česko,"Zasloužené pojistné, očištěné od zajištění ",2019,53849.253
Česko,"Zasloužené pojistné, očištěné od zajištění ",2020,53393.943
Česko,"Zasloužené pojistné, očištěné od zajištění ",2021,55125.893
Česko,"Zasloužené pojistné, očištěné od zajištění ",2022,57764.337
Česko,"Zasloužené pojistné, očištěné od zajištění ",2023,57723.247
Česko,Předepsané hrubé pojistné,2018,54922.428
Česko,Předepsané hrubé pojistné,2019,58577.415
Česko,Předepsané hrubé pojistné,2020,58398.395
Česko,Předepsané hrubé pojistné,2021,60385.972
Česko,Předepsané hrubé pojistné,2022,63588.366
Česko,Předepsané hrubé pojistné,2023,64253.278
Česko,Výnosy z investic,2018,19621.736
Česko,Výnosy z investic,2019,12716.047
Česko,Výnosy z investic,2020,11855.173
Česko,Výnosy z investic,2021,17329.137
Česko,Výnosy z investic,2022,21010.771
Česko,Výnosy z investic,2023,17100.564
Česko,Výnosy z podílů,2018,1115.923
Česko,Výnosy z podílů,2019,1112.93
Česko,Výnosy z podílů,2020,914.752
Česko,Výnosy z podílů,2021,1999.528
Česko,Výnosy z podílů,2022,650.1
Česko,Výnosy z podílů,2023,998.02
Česko,Výnosy z ostatních investic,2018,7067.096
Česko,Výnosy z ostatních investic,2019,6894.035
Česko,Výnosy z ostatních investic,2020,5673.624
Česko,Výnosy z ostatních investic,2021,5499.778
Česko,Výnosy z ostatních investic,2022,7037.585
Česko,Výnosy z ostatních investic,2023,7238.87
Česko,Změny hodnoty investic,2018,593.41
Česko,Změny hodnoty investic,2019,726.94
Česko,Změny hodnoty investic,2020,688.612
Česko,Změny hodnoty investic,2021,768.254
Česko,Změny hodnoty investic,2022,1172.53
Česko,Změny hodnoty investic,2023,4872.22
Česko,Výnosy z realizace investic,2018,10845.307
Česko,Výnosy z realizace investic,2019,3982.142
Česko,Výnosy z realizace investic,2020,4578.185
Česko,Výnosy z realizace investic,2021,9061.577
Česko,Výnosy z realizace investic,2022,12150.556
Česko,Výnosy z realizace investic,2023,3991.456
Česko,Přírůstky hodnoty investic,2018,4408.136
Česko,Přírůstky hodnoty investic,2019,11359.986
Česko,Přírůstky hodnoty investic,2020,9767.699
Česko,Přírůstky hodnoty investic,2021,13194.892
Česko,Přírůstky hodnoty investic,2022,7356.256
Česko,Přírůstky hodnoty investic,2023,12110.517
Česko,"Ostatní technické výnosy, očištěné od zajištění",2018,1024.221
Česko,"Ostatní technické výnosy, očištěné od zajištění",2019,1613.797
Česko,"Ostatní technické výnosy, očištěné od zajištění",2020,724.502
Česko,"Ostatní technické výnosy, očištěné od zajištění",2021,1049.217
Česko,"Ostatní technické výnosy, očištěné od zajištění",2022,1181.334
Česko,"Ostatní technické výnosy, očištěné od zajištění",2023,1013.117
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2018,40968.046
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2019,44870.556
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2020,38569.53
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2021,41506.116
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2022,50452.072
Česko,"Náklady na pojistná plnění, očištěné od zajištění",2023,37374.574
Česko,"Náklady na pojistná plnění, hrubá výše",2018,42948.157
Česko,"Náklady na pojistná plnění, hrubá výše",2019,46784.599
Česko,"Náklady na pojistná plnění, hrubá výše",2020,40397.706
Česko,"Náklady na pojistná plnění, hrubá výše",2021,43415.57
Česko,"Náklady na pojistná plnění, hrubá výše",2022,52525.814
Česko,"Náklady na pojistná plnění, hrubá výše",2023,39975.255
Česko,Změna stavu rezervy na pojistná plnění,2018,653.828
Česko,Změna stavu rezervy na pojistná plnění,2019,79.616
Česko,Změna stavu rezervy na pojistná plnění,2020,1097.469
Česko,Změna stavu rezervy na pojistná plnění,2021,67.24
Česko,Změna stavu rezervy na pojistná plnění,2022,562.661
Česko,Změna stavu rezervy na pojistná plnění,2023,603.077
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2018,12876.769
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2019,2971.6
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2020,156.096
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2021,976.937
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2022,25848.161
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2023,6154.121
Česko,Změna stavu rezerv pojistného životních pojištění,2018,7570.66
Česko,Změna stavu rezerv pojistného životních pojištění,2019,7509.659
Česko,Změna stavu rezerv pojistného životních pojištění,2020,2163.737
Česko,Změna stavu rezerv pojistného životních pojištění,2021,3491.126
Česko,Změna stavu rezerv pojistného životních pojištění,2022,12152.474
Česko,Změna stavu rezerv pojistného životních pojištění,2023,4501.06
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2018,5558.056
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2019,10511.562
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2020,2000.412
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2021,4312.125
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2022,13619.701
Česko,"Změna stavu ostatních technických rezerv, očištěné od zajištění",2023,10505.68
Česko,Čistá výše provozních nákladů,2018,12360.411
Česko,Čistá výše provozních nákladů,2019,12154.785
Česko,Čistá výše provozních nákladů,2020,12583.232
Česko,Čistá výše provozních nákladů,2021,14030.417
Česko,Čistá výše provozních nákladů,2022,15511.344
Česko,Čistá výše provozních nákladů,2023,18291.282
