Území,Ukazatel,Roky,value
Česko,Hrubý domácí produkt,1990,679008
Česko,Hrubý domácí produkt,1991,607162
Česko,Hrubý domácí produkt,1992,851790
Česko,Hrubý domácí produkt,1993,984396
Česko,Hrubý domácí produkt,1994,1231278
Česko,Hrubý domácí produkt,1995,1475129
Česko,Hrubý domácí produkt,1996,1674605
Česko,Hrubý domácí produkt,1997,1829589
Česko,Hrubý domácí produkt,1998,1974629
Česko,Hrubý domácí produkt,1999,2198779
Česko,Hrubý domácí produkt,2000,2358208
Česko,Hrubý domácí produkt,2001,2469705
Česko,Hrubý domácí produkt,2002,2630796
Česko,Hrubý domácí produkt,2003,2793736
Česko,Hrubý domácí produkt,2004,2967387
Česko,Hrubý domácí produkt,2005,3284624
Česko,Hrubý domácí produkt,2006,3506295
Česko,Hrubý domácí produkt,2007,3724022
Česko,Hrubý domácí produkt,2008,3957374
Česko,Hrubý domácí produkt,2009,3843829
Česko,Hrubý domácí produkt,2010,4052612
Česko,Hrubý domácí produkt,2011,4104431
Česko,Hrubý domácí produkt,2012,4063794
Česko,Hrubý domácí produkt,2013,4116664
Česko,Hrubý domácí produkt,2014,4262614
Česko,Hrubý domácí produkt,2015,4595085
Česko,Hrubý domácí produkt,2016,4771870
Česko,Hrubý domácí produkt,2017,5093587
Česko,Hrubý domácí produkt,2018,5325936
Česko,Hrubý domácí produkt,2019,5671026
Česko,Hrubý domácí produkt,2020,5576472
Česko,Hrubý domácí produkt,2021,6063142
Česko,Hrubý domácí produkt,2022,6487348
Česko,Hrubý domácí produkt,2023,7053226
Česko,Hrubý domácí produkt,2024,7754105
Česko,Výrobní metoda - produkce,1990,1487950
Česko,Výrobní metoda - produkce,1991,1427743
Česko,Výrobní metoda - produkce,1992,2087718
Česko,Výrobní metoda - produkce,1993,2319004
Česko,Výrobní metoda - produkce,1994,2716902
Česko,Výrobní metoda - produkce,1995,3201388
Česko,Výrobní metoda - produkce,1996,3651306
Česko,Výrobní metoda - produkce,1997,4081731
Česko,Výrobní metoda - produkce,1998,4451485
Česko,Výrobní metoda - produkce,1999,4762782
Česko,Výrobní metoda - produkce,2000,5124302
Česko,Výrobní metoda - produkce,2001,5670899
Česko,Výrobní metoda - produkce,2002,5964712
Česko,Výrobní metoda - produkce,2003,6397506
Česko,Výrobní metoda - produkce,2004,6835047
Česko,Výrobní metoda - produkce,2005,7426680
Česko,Výrobní metoda - produkce,2006,8251997
Česko,Výrobní metoda - produkce,2007,9048426
Česko,Výrobní metoda - produkce,2008,9442192
Česko,Výrobní metoda - produkce,2009,8868984
Česko,Výrobní metoda - produkce,2010,9312342
Česko,Výrobní metoda - produkce,2011,9602580
Česko,Výrobní metoda - produkce,2012,9543791
Česko,Výrobní metoda - produkce,2013,9686311
Česko,Výrobní metoda - produkce,2014,10091315
Česko,Výrobní metoda - produkce,2015,10780337
Česko,Výrobní metoda - produkce,2016,10993755
Česko,Výrobní metoda - produkce,2017,11575056
Česko,Výrobní metoda - produkce,2018,12211773
Česko,Výrobní metoda - produkce,2019,12641837
Česko,Výrobní metoda - produkce,2020,12235659
Česko,Výrobní metoda - produkce,2021,13391023
Česko,Výrobní metoda - produkce,2022,14617553
Česko,Výrobní metoda - produkce,2023,16315923
Česko,Výrobní metoda - produkce,2024,17148236
Česko,Výrobní metoda - mezispotřeba,1990,868066
Česko,Výrobní metoda - mezispotřeba,1991,863271
