Území,Ukazatel,Pohlaví,Roky,value
Česko,Osoby používající e-mail (%),ženy,2005,24.0
Česko,Osoby používající e-mail (%),ženy,2006,32.08
Česko,Osoby používající e-mail (%),ženy,2007,35.67
Česko,Osoby používající e-mail (%),ženy,2008,44.4
Česko,Osoby používající e-mail (%),ženy,2009,47.55
Česko,Osoby používající e-mail (%),ženy,2010,51.92214948
Česko,Osoby používající e-mail (%),ženy,2011,60.59
Česko,Osoby používající e-mail (%),ženy,2012,62.79980923
Česko,Osoby používající e-mail (%),ženy,2013,63.7
Česko,Osoby používající e-mail (%),ženy,2014,66.0695216
Česko,Osoby používající e-mail (%),ženy,2015,68.84433889
Česko,Osoby používající e-mail (%),ženy,2016,70.45613321
Česko,Osoby používající e-mail (%),ženy,2017,71.1
Česko,Osoby používající e-mail (%),ženy,2018,73.6
Česko,Osoby používající e-mail (%),ženy,2019,74.2
Česko,Osoby používající e-mail (%),ženy,2020,76.308
Česko,Osoby používající e-mail (%),ženy,2021,77.374
Česko,Osoby používající e-mail (%),ženy,2022,77.521
Česko,Osoby používající e-mail (%),ženy,2023,80.6817
Česko,Osoby používající e-mail (%),ženy,2024,83.339231613
Česko,Osoby používající e-mail (%),muži,2005,30.1
Česko,Osoby používající e-mail (%),muži,2006,37.03
Česko,Osoby používající e-mail (%),muži,2007,42.03
Česko,Osoby používající e-mail (%),muži,2008,50.95
Česko,Osoby používající e-mail (%),muži,2009,54.05
Česko,Osoby používající e-mail (%),muži,2010,58.94291509
Česko,Osoby používající e-mail (%),muži,2011,66.65
Česko,Osoby používající e-mail (%),muži,2012,67.44419045
Česko,Osoby používající e-mail (%),muži,2013,68.5
Česko,Osoby používající e-mail (%),muži,2014,71.35217798
Česko,Osoby používající e-mail (%),muži,2015,72.36961312
Česko,Osoby používající e-mail (%),muži,2016,73.16503382
Česko,Osoby používající e-mail (%),muži,2017,75.5
Česko,Osoby používající e-mail (%),muži,2018,75.9
Česko,Osoby používající e-mail (%),muži,2019,78.4
Česko,Osoby používající e-mail (%),muži,2020,77.769
Česko,Osoby používající e-mail (%),muži,2021,79.637
Česko,Osoby používající e-mail (%),muži,2022,81.789
Česko,Osoby používající e-mail (%),muži,2023,81.9023
Česko,Osoby používající e-mail (%),muži,2024,82.874690499
Česko,Osoby telefonující přes internet (%),ženy,2005,
Česko,Osoby telefonující přes internet (%),ženy,2006,
Česko,Osoby telefonující přes internet (%),ženy,2007,
Česko,Osoby telefonující přes internet (%),ženy,2008,
Česko,Osoby telefonující přes internet (%),ženy,2009,
Česko,Osoby telefonující přes internet (%),ženy,2010,
Česko,Osoby telefonující přes internet (%),ženy,2011,
Česko,Osoby telefonující přes internet (%),ženy,2012,
Česko,Osoby telefonující přes internet (%),ženy,2013,
Česko,Osoby telefonující přes internet (%),ženy,2014,
Česko,Osoby telefonující přes internet (%),ženy,2015,
Česko,Osoby telefonující přes internet (%),ženy,2016,
Česko,Osoby telefonující přes internet (%),ženy,2017,
Česko,Osoby telefonující přes internet (%),ženy,2018,40.6
Česko,Osoby telefonující přes internet (%),ženy,2019,41.8
Česko,Osoby telefonující přes internet (%),ženy,2020,49.134
Česko,Osoby telefonující přes internet (%),ženy,2021,54.851
Česko,Osoby telefonující přes internet (%),ženy,2022,56.567
Česko,Osoby telefonující přes internet (%),ženy,2023,62.271
Česko,Osoby telefonující přes internet (%),ženy,2024,67.504606585
Česko,Osoby telefonující přes internet (%),muži,2005,
Česko,Osoby telefonující přes internet (%),muži,2006,
Česko,Osoby telefonující přes internet (%),muži,2007,
Česko,Osoby telefonující přes internet (%),muži,2008,
Česko,Osoby telefonující přes internet (%),muži,2009,
Česko,Osoby telefonující přes internet (%),muži,2010,
Česko,Osoby telefonující přes internet (%),muži,2011,
Česko,Osoby telefonující přes internet (%),muži,2012,
Česko,Osoby telefonující přes internet (%),muži,2013,
Česko,Osoby telefonující přes internet (%),muži,2014,
Česko,Osoby telefonující přes internet (%),muži,2015,
Česko,Osoby telefonující přes internet (%),muži,2016,
Česko,Osoby telefonující přes internet (%),muži,2017,
Česko,Osoby telefonující přes internet (%),muži,2018,37.8
Česko,Osoby telefonující přes internet (%),muži,2019,41.5
Česko,Osoby telefonující přes internet (%),muži,2020,46.053
Česko,Osoby telefonující přes internet (%),muži,2021,52.484
Česko,Osoby telefonující přes internet (%),muži,2022,55.872
Česko,Osoby telefonující přes internet (%),muži,2023,57.1032
Česko,Osoby telefonující přes internet (%),muži,2024,61.162627845
Česko,Osoby čtoucí online zpravodajství (%),ženy,2005,9.97796355
Česko,Osoby čtoucí online zpravodajství (%),ženy,2006,14.78
Česko,Osoby čtoucí online zpravodajství (%),ženy,2007,17.64
Česko,Osoby čtoucí online zpravodajství (%),ženy,2008,25.93
Česko,Osoby čtoucí online zpravodajství (%),ženy,2009,35.94
Česko,Osoby čtoucí online zpravodajství (%),ženy,2010,36.35
Česko,Osoby čtoucí online zpravodajství (%),ženy,2011,45.73
Česko,Osoby čtoucí online zpravodajství (%),ženy,2012,53.9
Česko,Osoby čtoucí online zpravodajství (%),ženy,2013,55.7
Česko,Osoby čtoucí online zpravodajství (%),ženy,2014,60.4
Česko,Osoby čtoucí online zpravodajství (%),ženy,2015,62.2
Česko,Osoby čtoucí online zpravodajství (%),ženy,2016,
Česko,Osoby čtoucí online zpravodajství (%),ženy,2017,68.5
