Území,Ukazatel,Pohlaví,Roky,value
Česko,Zaměstnaní celkem (tis. osob),ženy,1993,2138.1008251
Česko,Zaměstnaní celkem (tis. osob),ženy,1994,2167.86469209999
Česko,Zaměstnaní celkem (tis. osob),ženy,1995,2177.72511337501
Česko,Zaměstnaní celkem (tis. osob),ženy,1996,2169.02272592498
Česko,Zaměstnaní celkem (tis. osob),ženy,1997,2148.3458342
Česko,Zaměstnaní celkem (tis. osob),ženy,1998,2108.8410737
Česko,Zaměstnaní celkem (tis. osob),ženy,1999,2069.69995400002
Česko,Zaměstnaní celkem (tis. osob),ženy,2000,2055.8757826247
Česko,Zaměstnaní celkem (tis. osob),ženy,2001,2053.67276607933
Česko,Zaměstnaní celkem (tis. osob),ženy,2002,2064.53890657931
Česko,Zaměstnaní celkem (tis. osob),ženy,2003,2047.01487341077
Česko,Zaměstnaní celkem (tis. osob),ženy,2004,2043.52498909074
Česko,Zaměstnaní celkem (tis. osob),ženy,2005,2058.50887413415
Česko,Zaměstnaní celkem (tis. osob),ženy,2006,2086.14251445782
Česko,Zaměstnaní celkem (tis. osob),ženy,2007,2115.90863632872
Česko,Zaměstnaní celkem (tis. osob),ženy,2008,2139.32950670633
Česko,Zaměstnaní celkem (tis. osob),ženy,2009,2110.54124225625
Česko,Zaměstnaní celkem (tis. osob),ženy,2010,2086.9366494369
Česko,Zaměstnaní celkem (tis. osob),ženy,2011,2095.070019855
Česko,Zaměstnaní celkem (tis. osob),ženy,2012,2111.4873240825
Česko,Zaměstnaní celkem (tis. osob),ženy,2013,2143.0368090825
Česko,Zaměstnaní celkem (tis. osob),ženy,2014,2157.3354418475
Česko,Zaměstnaní celkem (tis. osob),ženy,2015,2204.5900071175
Česko,Zaměstnaní celkem (tis. osob),ženy,2016,2261.9188347
Česko,Zaměstnaní celkem (tis. osob),ženy,2017,2305.8423126
Česko,Zaměstnaní celkem (tis. osob),ženy,2018,2347.3220341
Česko,Zaměstnaní celkem (tis. osob),ženy,2019,2352.352335025
Česko,Zaměstnaní celkem (tis. osob),ženy,2020,2306.696387825
Česko,Zaměstnaní celkem (tis. osob),ženy,2021,2296.44007665
Česko,Zaměstnaní celkem (tis. osob),ženy,2022,2289.92256555
Česko,Zaměstnaní celkem (tis. osob),ženy,2023,2224.5219296
Česko,Zaměstnaní celkem (tis. osob),ženy,2024,2346.8114203
Česko,Zaměstnaní celkem (tis. osob),muži,1993,2735.44116285
Česko,Zaměstnaní celkem (tis. osob),muži,1994,2758.90179135
Česko,Zaměstnaní celkem (tis. osob),muži,1995,2784.85291639999
Česko,Zaměstnaní celkem (tis. osob),muži,1996,2802.96868702502
Česko,Zaměstnaní celkem (tis. osob),muži,1997,2788.17965985001
Česko,Zaměstnaní celkem (tis. osob),muži,1998,2756.89558972501
Česko,Zaměstnaní celkem (tis. osob),muži,1999,2694.399077025
Česko,Zaměstnaní celkem (tis. osob),muži,2000,2675.72716798447
Česko,Zaměstnaní celkem (tis. osob),muži,2001,2674.0196562833
Česko,Zaměstnaní celkem (tis. osob),muži,2002,2700.37582758749
Česko,Zaměstnaní celkem (tis. osob),muži,2003,2686.16710317785
Česko,Zaměstnaní celkem (tis. osob),muži,2004,2663.10199399027
Česko,Zaměstnaní celkem (tis. osob),muži,2005,2705.50691478487
Česko,Zaměstnaní celkem (tis. osob),muži,2006,2741.92243769611
Česko,Zaměstnaní celkem (tis. osob),muži,2007,2806.08407597248
Česko,Zaměstnaní celkem (tis. osob),muži,2008,2863.16774600415
Česko,Zaměstnaní celkem (tis. osob),muži,2009,2823.7267790568
Česko,Zaměstnaní celkem (tis. osob),muži,2010,2798.30273913312
Česko,Zaměstnaní celkem (tis. osob),muži,2011,2777.3362685
Česko,Zaměstnaní celkem (tis. osob),muži,2012,2778.56598052
Česko,Zaměstnaní celkem (tis. osob),muži,2013,2794.04695733
Česko,Zaměstnaní celkem (tis. osob),muži,2014,2816.95948252
